CMPD_CHEMBLID	MOLREGNO	PARENT_CMPD_CHEMBLID	PARENT_MOLREGNO	MOL_PREF_NAME	COMPOUND_KEY	MOLWEIGHT	ALOGP	PSA	NUM_RO5_VIOLATIONS	CANONICAL_SMILES	ACTIVITY_ID	STANDARD_TYPE	RELATION	STANDARD_VALUE	STANDARD_UNITS	PCHEMBL_VALUE	PUBLISHED_TYPE	PUBLISHED_RELATION	PUBLISHED_VALUE	PUBLISHED_UNITS	ACTIVITY_COMMENT	DATA_VALIDITY_COMMENT	POTENTIAL_DUPLICATE	BAO_ENDPOINT	UO_UNITS	QUDT_UNITS	ASSAY_ID	ASSAY_CHEMBLID	ASSAY_TYPE	DESCRIPTION	ASSAY_SRC_ID	ASSAY_SRC_DESCRIPTION	ASSAY_ORGANISM	ASSAY_STRAIN	ASSAY_TAX_ID	CURATED_BY	BAO_FORMAT	TID	TARGET_CHEMBLID	TARGET_TYPE	PROTEIN_ACCESSION	PREF_NAME	ORGANISM	CONFIDENCE_SCORE	TARGET_MAPPING	APD_NAME	APD_CONFIDENCE	DOC_ID	DOC_CHEMBLID	PUBMED_ID	JOURNAL	YEAR	VOLUME	ISSUE	FIRST_PAGE	CELL_ID	CELL_CHEMBL_ID	CELL_NAME	ACTIVITY_PARAMS	ACTIVITY_PROPS,,,,,,,,,
CHEMBL155221	253468	CHEMBL155221	253468		4-butylbenzyl alcohol	164.25	2.52	20.23	0	CCCCc1ccc(CO)cc1	228631	Vmax	=	130	nM min-1		Vmax	=	130	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155221	253468	CHEMBL155221	253468		4-butylbenzyl alcohol	164.25	2.52	20.23	0	CCCCc1ccc(CO)cc1	228632	Ratio	=	147	-		Ratio	=	147				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155625	253232	CHEMBL155625	253232	INDOLE-3-CARBINOL	3-indolemethanol	147.18	1.66	36.02	0	OCc1c[nH]c2ccccc12	229762	Km	=	29000	nM		Km	=	.029	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155625	253232	CHEMBL155625	253232	INDOLE-3-CARBINOL	3-indolemethanol	147.18	1.66	36.02	0	OCc1c[nH]c2ccccc12	229763	Vmax	=	33.2	nM min-1		Vmax	=	33.2	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL155625	253232	CHEMBL155625	253232	INDOLE-3-CARBINOL	3-indolemethanol	147.18	1.66	36.02	0	OCc1c[nH]c2ccccc12	229764	Ratio	=	38.9	-		Ratio	=	38.9				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL108475	178286	CHEMBL108475	178286		4-ethyl phenol	122.17	1.95	20.23	0	CCc1ccc(O)cc1	260581	Km	=	10000	nM		Km	=	.01	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL108475	178286	CHEMBL108475	178286		4-ethyl phenol	122.17	1.95	20.23	0	CCc1ccc(O)cc1	260582	Vmax	=	410	nM min-1		Vmax	=	410	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL108475	178286	CHEMBL108475	178286		4-ethyl phenol	122.17	1.95	20.23	0	CCc1ccc(O)cc1	260583	Ratio	=	1390	-		Ratio	=	1390				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL440914	253249	CHEMBL440914	253249		3-furanmethanol	98.1	.77	33.37	0	OCc1cocc1	234935	Km	=	960000	nM		Km	=	.96	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL440914	253249	CHEMBL440914	253249		3-furanmethanol	98.1	.77	33.37	0	OCc1cocc1	234936	Vmax	=	10.2	nM min-1		Vmax	=	10.2	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL440914	253249	CHEMBL440914	253249		3-furanmethanol	98.1	.77	33.37	0	OCc1cocc1	234937	Ratio	=	.4	-		Ratio	=	.4				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL423961	253570	CHEMBL423961	253570		(1S)-1phenyl-1-butanol	150.22	2.52	20.23	0	CCC[C@H](O)c1ccccc1	223336	Km	=	360000	nM		Km	=	.36	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL423961	253570	CHEMBL423961	253570		(1S)-1phenyl-1-butanol	150.22	2.52	20.23	0	CCC[C@H](O)c1ccccc1	223337	Vmax	=	8.5	nM min-1		Vmax	=	8.5	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL423961	253570	CHEMBL423961	253570		(1S)-1phenyl-1-butanol	150.22	2.52	20.23	0	CCC[C@H](O)c1ccccc1	223338	Ratio	=	.8	-		Ratio	=	.8				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL720	35486	CHEMBL720	35486	BENZYL ALCOHOL	Benzyl alcohol	108.14	1.18	20.23	0	OCc1ccccc1	247018	Km	=	50000	nM		Km	=	.05	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL720	35486	CHEMBL720	35486	BENZYL ALCOHOL	Benzyl alcohol	108.14	1.18	20.23	0	OCc1ccccc1	247019	Vmax	=	30.5	nM min-1		Vmax	=	30.5	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL720	35486	CHEMBL720	35486	BENZYL ALCOHOL	Benzyl alcohol	108.14	1.18	20.23	0	OCc1ccccc1	247020	Ratio	=	20.7	-		Ratio	=	20.7				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL2110905	1383345	CHEMBL2110905	1383345		(1R,2R) -2-Methylamino-1-phenyl-propanol	165.24	1.33	32.26	0	CN[C@H](C)[C@H](O)c1ccccc1	237521	Km	=	11000000	nM		Km	=	11	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,
CHEMBL2110905	1383345	CHEMBL2110905	1383345		(1R,2R) -2-Methylamino-1-phenyl-propanol	165.24	1.33	32.26	0	CN[C@H](C)[C@H](O)c1ccccc1	237522	Vmax	=	40.4	nM min-1		Vmax	=	40.4	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,
CHEMBL2110905	1383345	CHEMBL2110905	1383345		(1R,2R) -2-Methylamino-1-phenyl-propanol	165.24	1.33	32.26	0	CN[C@H](C)[C@H](O)c1ccccc1	237523	Ratio	=	.1	-		Ratio	=	.1				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,
CHEMBL345759	252688	CHEMBL345759	252688		(1S)-1-Phenyl-1-propanol	136.19	2.13	20.23	0	CC[C@H](O)c1ccccc1	223330	Km	=	240000	nM		Km	=	.24	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL345759	252688	CHEMBL345759	252688		(1S)-1-Phenyl-1-propanol	136.19	2.13	20.23	0	CC[C@H](O)c1ccccc1	223331	Vmax	=	9.9	nM min-1		Vmax	=	9.9	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL345759	252688	CHEMBL345759	252688		(1S)-1-Phenyl-1-propanol	136.19	2.13	20.23	0	CC[C@H](O)c1ccccc1	223332	Ratio	=	1.4	-		Ratio	=	1.4				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL348446	252729	CHEMBL348446	252729		(1S)-1-Phenyl-1-ethanol	122.17	1.74	20.23	0	C[C@H](O)c1ccccc1	253999	Km	=	250000	nM		Km	=	.25	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL348446	252729	CHEMBL348446	252729		(1S)-1-Phenyl-1-ethanol	122.17	1.74	20.23	0	C[C@H](O)c1ccccc1	254000	Vmax	=	33.7	nM min-1		Vmax	=	33.7	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL348446	252729	CHEMBL348446	252729		(1S)-1-Phenyl-1-ethanol	122.17	1.74	20.23	0	C[C@H](O)c1ccccc1	254001	Ratio	=	4.6	-		Ratio	=	4.6				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL357080	253238	CHEMBL357080	253238		-(1R,2S) -2-Methylamino-1-phenyl-propanol	165.24	1.33	32.26	0	CN[C@@H](C)C(O)c1ccccc1	241578	Km	=	6990000	nM		Km	=	6.99	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,
CHEMBL357080	253238	CHEMBL357080	253238		-(1R,2S) -2-Methylamino-1-phenyl-propanol	165.24	1.33	32.26	0	CN[C@@H](C)C(O)c1ccccc1	241579	Vmax	=	22.5	nM min-1		Vmax	=	22.5	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,
CHEMBL357080	253238	CHEMBL357080	253238		-(1R,2S) -2-Methylamino-1-phenyl-propanol	165.24	1.33	32.26	0	CN[C@@H](C)C(O)c1ccccc1	241580	Ratio	=	.1	-		Ratio	=	.1				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,
CHEMBL357301	252897	CHEMBL357301	252897		-(1S)-2-Methyl-1-phenyl-propanol	150.22	2.38	20.23	0	CC(C)[C@H](O)c1ccccc1	248349	Km	=	1360000	nM		Km	=	1.36	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL357301	252897	CHEMBL357301	252897		-(1S)-2-Methyl-1-phenyl-propanol	150.22	2.38	20.23	0	CC(C)[C@H](O)c1ccccc1	248350	Vmax	=	6.1	nM min-1		Vmax	=	6.1	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL357301	252897	CHEMBL357301	252897		-(1S)-2-Methyl-1-phenyl-propanol	150.22	2.38	20.23	0	CC(C)[C@H](O)c1ccccc1	248351	Ratio	=	.2	-		Ratio	=	.2				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL357784	253266	CHEMBL357784	253266		(1R)-1,2,3,4-tetrahydro-1-naphthol	148.21	2.06	20.23	0	OC1CCCc2ccccc12	255216	Km	=	30000	nM		Km	=	.03	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,
CHEMBL357784	253266	CHEMBL357784	253266		(1R)-1,2,3,4-tetrahydro-1-naphthol	148.21	2.06	20.23	0	OC1CCCc2ccccc12	255217	Vmax	=	28.7	nM min-1		Vmax	=	28.7	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,
CHEMBL357784	253266	CHEMBL357784	253266		(1R)-1,2,3,4-tetrahydro-1-naphthol	148.21	2.06	20.23	0	OC1CCCc2ccccc12	255218	Ratio	=	32.4	-		Ratio	=	32.4				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,
CHEMBL358605	253295	CHEMBL358605	253295		N-Phenyl-N-propyl-hydroxylamine	151.21	2.29	23.47	0	CCCN(O)c1ccccc1	231112	Km	=	161000	nM		Km	=	.161	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL358605	253295	CHEMBL358605	253295		N-Phenyl-N-propyl-hydroxylamine	151.21	2.29	23.47	0	CCCN(O)c1ccccc1	231113	Vmax	=	98.6	nM min-1		Vmax	=	98.60000000000002	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL358605	253295	CHEMBL358605	253295		N-Phenyl-N-propyl-hydroxylamine	151.21	2.29	23.47	0	CCCN(O)c1ccccc1	231114	Ratio	=	20.8	-		Ratio	=	20.8				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL16645	16995	CHEMBL16645	16995	p-CRESOL	4-Methyl-phenol	108.14	1.7	20.23	0	Cc1ccc(O)cc1	231106	Km	=	10000	nM		Km	=	.01	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL16645	16995	CHEMBL16645	16995	p-CRESOL	4-Methyl-phenol	108.14	1.7	20.23	0	Cc1ccc(O)cc1	231107	Vmax	=	320	nM min-1		Vmax	=	320	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL16645	16995	CHEMBL16645	16995	p-CRESOL	4-Methyl-phenol	108.14	1.7	20.23	0	Cc1ccc(O)cc1	231108	Ratio	=	1080	-		Ratio	=	1080				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL90100	148575	CHEMBL90100	148575		4-methylbenzyl alcohol	122.17	1.49	20.23	0	Cc1ccc(CO)cc1	262026	Km	=	600000	nM		Km	=	.6	mM			0	BAO_0000477	UO_0000065	http://www.openphacts.org/units/Nanomolar	36351	CHEMBL651158	B	Apparent Michaelis constant (Km) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL90100	148575	CHEMBL90100	148575		4-methylbenzyl alcohol	122.17	1.49	20.23	0	Cc1ccc(CO)cc1	262027	Vmax	=	508	nM min-1		Vmax	=	508	nM min-1			0	BAO_0000586			36352	CHEMBL651159	B	Maximal velocity (Vmax) against Arylsulfotransferase (AST IV)	1	Scientific Literature				Intermediate	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
CHEMBL90100	148575	CHEMBL90100	148575		4-methylbenzyl alcohol	122.17	1.49	20.23	0	Cc1ccc(CO)cc1	262028	Ratio	=	28.7	-		Ratio	=	28.7				0	BAO_0000179			226734	CHEMBL846524	B	Ratio of kcat/Km determined for catalytic efficiency in sulfonation against AST IV	1	Scientific Literature				Expert	BAO_0000357	10115	CHEMBL4886	SINGLE PROTEIN	P17988	Aryl sulfotransferase	Rattus norvegicus	8	Homologous protein			16776	CHEMBL1135676	12459019	J. Med. Chem.	2002	45	25	5514					,,,,,,,,,
