"SUPPORTING INFORMATION
TREND ANALYSIS OF A DATABASE OF INTRAVENOUS PHARMACOKINETIC PARAMETERS IN HUMANS FOR 670 DRUG COMPOUNDS
352,Lamifiban,144412-49-7,0.29,1.9,0.94,2.5,2.1,"Lave T, Saner A, Coassolo P, Brandt R, Schmitt-Hoffmann AH, and Chou RC (1996) Animal pharmacokinetics and interspecies scaling from animals to man of lamifiban, a new platelet aggergeation inhibitor.  J. Pharm. Pharmacol.  48: 573-577.",
353,Lamivudine,134678-17-4,1.3,4.8,0.94,4.4,9.1,"Yuen GJ, Morris DM, Mydlow PK, Haidar S, Hall ST, and Hussey EK (1995) Pharmacokinetics, absolute bioavailability, and absorption characteristics of lamivudine. J. Clin. Pharmacol. 35: 1174-1180.  Takubo T, Hirayama S, Moriya T, Minamide Y, Kato T, Nakamura R, and Kinami J (1997) Studies on the metabolic fate of lamivudine (II): tissue distribution, transfer into fetus and milk, plasma protein binding and distribution to erythrocytes of lamivudine in rats.  Yakubutsu Dotai 12: 92-101.",
354,Lansoprazole,103577-45-3,0.28,4.4,0.021,1.1,1.0,"Gerloff J, Mignot A, Barth H, and Heintze K (1996) Pharmacokinetics and absolute bioavailability of lansoprazole.  Eur. J. Clin. Pharmacol. 50: 293-297.  Freston JW, Pilmer BL, Chiu YL, Wang Q, Stolle JC, Griffin JS, and Lee CQ (2004) Evaluation of the pharmacokinetics and pharmacodynamics of intravenous lansoprazole.  Alimentary Pharmacol. Ther. 19: 1111-1122.  Karol MD, Machinist JM, and Cavanaugh JM (1995) Pharmacokinetics of lansoprazole in hemodialysis patients.  J. Clin. Pharmacol.  35: 815-820.",
355,Letrozole,112809-51-5,1.9,0.57,0.41,59,45,"Sioufi A, Gauducheau N, Pineau V, Marfil F, Jaouen A, Cardot JM, Godbillon J, Czendlik C, Howald H, Pfister C, and Vreeland F (1997) Absolute bioavailability of letrozole in healthy postmenopausal women.  Biopharm Drug Dispos. 18: 779-89.   Colussi DM, Parisot CY, and Lefevre GY (1998) Plasma protein binding of letrozole, a new nonsteroidal aromatase enzyme inhibitor.  J. Clin. Pharmacol. 38: 727",
356,Leuprolide,53714-56-0,0.38,2.0,0.54,3.1,2.9,"Sennello LT, Finley RA, Chu SY, Jagst C, Max D, Rollins DE, and Tolman KGJ (1986) Single-dose pharmacokinetics of leuprolide in humans following intravenous and subcutaneous administration.  Pharm. Sci. 75: 158-160.  Eligard Product Label",
357,Levodopa,59-92-7,1.7,23,0.76,1.2,1.3,"Robertson DRC, Wood ND, Everest H, Monks K, Waller DG, Renwick AG, and George CF (1989) The effect of age on the pharmacokinetics of levodopa administered alone and in the presence of carbidopa.  Br. J. Clin. Pharmacol. 28: 61-69.  Rizzo V, Memmi M, Moratti R, Melzi d'Eril G, and Perucca E (1996) Concentrations of L-dopa in plasma and plasma ultrafiltrates.  J. Pharm. Biomed. Anal. 14: 1043-1046",
358,Levofloxacin,100986-85-4,1.2,1.9,0.75,11,8.8,"Furlanut M, Brollo L, Lugatti E, Di Qual E, Dolcet F, Talmassons G, and Pea F (2003) Pharmacokinetic aspects of levofloxacin 500mg once daily during sequential intravenous/oral therapy in patients with lower respiratory tract infections.  J. Antimic. Chemother. 51: 101-106.  Bergogne-Berezin E (2002) Clinical role of protein binding of quinolones. Clin. Pharmacokinet. 41: 741-750.",
359,Levomepromazine,60-99-1,12,9.9,NF,21,30,"Bagli M, Hoflich G, Rao, ML, Langer M, Baumann P, Kolbinger M, Barlage U, Kasper S, and Moller HJ (1995) Bioequivalence and absolute bioavailability of oblong and coated levomepromazine tablets in CYP2D6 phenotyped subjects.  Int. J. Clin. Pharmacol. Ther. 33: 646-652.",
360,Levonorgestrel,797-63-7,1.5,1.8,0.025,14,9.4,"Stead RJ, Grimmer SFM, Rogers SM, Back DJ, Orme MLE, Hodson ME, and Batten JC (1987) Pharmacokinetics of contraceptive steroids in patients with cystic fibrosis.  Thorax 42: 59-64.  Aviane Product Label.",
361,Levosimendan,141505-33-1,0.24,3.8,0.02,1.1,1.1,"Sundberg S, Antila S, Scheinin H, Hayha M, Virtanen M, and Lehtonen L (1998) Integrated pharmacokinetics and pharmacodynamics of the novel calcium sensitizer levosimendan as assessed by systolic time intervals.  Int. J. Clin. Pharmacol. Ther. 36: 629-635.  Lilleberg J, Antila S, Karlsson M, Mieminen MS, and Pentkainen PJ (1994) Pharmacokinetics and pharmacodynamics of simendan, a novel calcium sensitizer, in healthy volunteers.  Clin. Pharmacol. Ther. 56: 554-563.  Wikberg T, Korkolainen T, and Karlsson M (1996) Enantiomeric bioanalysis of simendan and levosimendan by chiral high-performance liquid chromatigraphy.  Chirality 8: 511-517.",
362,Lidocaine,137-58-6,1.8,16,0.33,1.9,1.6,"Bauer LA, Brown T, Gilbaldi M, Hudson L, Nelson S, Raisys V, and Shea JP (1982) Influence of long-term infusions on lidocaine kinetics.  Clin. Pharmacol. Ther. 31: 433-437.  Bennett PN, Aarons LJ, Bending MR, Steiner JA, and Rowland M (1982) Pharmacokinetics of lidocaine and its deethylated metabolite: dose and time dependecy studies in man.  J. Pharmacokinet. Biopharm. 10: 265-281.  Grossman SH, Davis D, Kitchell BB, Shand DG, and Routledge PA (1982) Diazepam and lidocaine plasma protein binding in renal disease.  Clin. Pharmacol. Ther. 31: 350-357.  Barry M, Keeling PW, Weir D, and Feely J (1990) Severity of cirrhosis and the relationship of alpha 1-acid glycoprotein concentration to plasma protein binding of lidocaine.  Clin. Pharmacol. Ther.  47: 366-370.",
363,Lincomycin,154-21-2,1.0,2.1,0.14-0.72,7.5,5.6,Gwilt PR and Smith RB (1986) Protein binding and pharmacokinetics of incomycin following intravenous administration of high doses.  J. Clin. Pharmacol.  26: 87-90.,Averaged values over three doses.  Saturable protein binding reported.
364,Linezolid,165800-03-3,0.58,1.8,0.69,5.4,4.5,"Stalker DJ, Jungbluth GL, Hopkins NK, and Batts DH (2003) Pharmacokinetics and tolerance of single- and multiple-dose oral and intravenous linezolid, an oxazolidinone antibiotic, in healthy volunteers.  J. Antimic. Chemother. 51: 1239-1246.  Zyvox Product Label.",
365,Lisinopril,76547-98-3,0.89,1.2,1.0,12,42,"Beermann B, Till AE, Gomez HJ, Hichens M, Bolognese JA, and Junggren IL (1989) Pharmacokinetics of lisinopril (IV/PO) in healthy volunteers.  Biopharm. Drug Dispos. 10: 397-409.  Kirsten R, Nelson K, Kirsten D, and Heintz B (1988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482. ",VDss calculated using C vs t data obtained by digitization of the plots provided in the reference.  Dose levels averaged.
366,Lithium Carbonate,554-13-2,0.62,1.3,1.0,7.9,7.8,"Waring WS, Webb DJ, Maxwell SR (2002) Lithium carbonate as a potential pharmacological vehicle: intravenous kinetics
of single-dose administration in healthy subjects.  Eur. J. Clin. Pharmacol. 58: 431-434.",
367,Lorazepam,846-49-1,1.3,1.0,0.09,22,17,"Wermeling DPH, Miller JL, Archer SM, Manaligod JM, and Rudy AC (2001) Bioavailability and pharmacokinetics of lorazepam after intranasal, intravenous, and intramuscular administration. J. Clin. Pharmacol. 41: 1225-1231.  Desmond PV, Roberts RK, Wood AJJ, Dunn GD, Wilkinson, GR, Schenker S (1980) Effect of heparin administration on plasma binding of benzodiazepines.  Br. J. Clin. Pharmacol. 9: 171-175.  ",
368,Lorcainide,59729-31-6,6.6,16,0.15,6.9,6.5,"Klotz U, Mueller-Seydlitz P, and Heimburg P (1979) Disposition and antiarrythmic effect of lorcainide.  Int. J. Clin. Pharmacol. Biopharm. 17: 152-158.  Klotz U, Mueller-Seydlitz P, and Heimburg P (1978) Pharmacokinetics of lorcainide in man:  a new antiarrhythmic agent.  Clin. Pharmacokinet. 3: 407-418.",
369,Lormetazepam,848-75-9,1.6,4.0,0.12,6.7,4.9,"Humpel M, Illi V, Milius W, Wendt H, and Kurowski M (1979) The pharmacokinetics and biotransformation of the new benzodiazepine lormetazepam in humans. Eur. J. Drug Metab. Pharmacokinet. 4: 237-243.",Pharmacokinetic parameters were calculated from C vs t obtained by digitization of the plot included in the reference.
370,Losartan,114798-26-4,0.37,8.2,0.01,0.75,1.8,"Lo MW, Goldberg MR, McCrea JB, Lu H, Furtek CI, and Bjornsson TD (1995) Pharmacokinetics of losartan, an angiotensin II receptor antagonist, and its active metabolite EXP3174 in humans. Clin. Pharmacol. Ther. 58: 641-649.  Kirsten R, Nelson K, Kirsten D, and Heintz B (1988) Clinical  pharmacokinetics  of vasodilators. Part I.  Clin. Pharmacokinet. 34: 457-482.  ",
371,Lovastatin (acid),75225-51-3,0.87,7.2,0.043,1.3,1.4,"Duggan DE, Chen IW, Bayne WF, Halpin RA, Duncan CA, Schwartz MS, Stubbs RJ, Vickers S (1989) The physiological disposition of lovastatin.  Drug Metab Dispos. 17: 166-173.",Pharmacokinetic paramaters were calculated using C vs t data obtained by digitization of the plot provided in the reference.
372,Loxiglumide,107097-80-3,0.24,1.0,NF,4.0,5.2,"Setnikar I, Chiste R, Makovec F, Rovati LC, and Warrington SJ (1988) Pharmacokinetics of loxiglumide after single intravenous or oral doses in man.  Arz. Forsch. 38: 716-720.",VDss was calculated from rate micro-contants provided in the reference.
373,Maprotiline,10262-69-8,45,14,0.11,54,51,"Maguire KP, Norman TR, Burrows GD, and Scoggins BA (1980) An evaluation of maprotiline intravenous kinetics and comparison of two oral doses.  Eur. J. Clin. Pharmacol.18: 249-254.  Lynn K, Braithwaite R, Dawling S, and Rosser R (1981) Comparison of the serum protein binding of maprotiline and phenytoin in uraemic patients on haemodialysis.  Eur. J. Clin. Pharmacol. 19: 73-77.","VDss calculated from reported compartmental paramaters included in the reference by Maguire, et al."
374,Maxipost,187523-35-9,10,15,0.0038,11,37,"Zhang D, Krishna R, Wang L, Zeng J, Mitroka J, Dai R, Narasimhan N, Reeves RA, Srinivas NR, and Klunk LJ (2005) Metabolism, pharmacokinetics, and protein covalent binding of radiolabeled maxipost (BMS-204352) in humans.  Drug Metab. Dispos. 33: 83-93.  Krishna R, Yao M, Kaczor D, Vachharajani N, and Srinivas NR. (2001) In vitro protein binding studies with BMS-204352: lack of protein binding displacement interaction in human serum.  Biopharm. Drug Dispos. 22: 41-44.",
375,Mebendazole,31431-39-7,1.2,15,0.086,1.3,1.1,"Dawson M, Braithwaite PA, Roberts MS, Watson TR (1985) The pharmacokinetics and bioavailability of a tracer dose of [3H]-mebendazole in man.  Br. J. Clin. Pharmacol. 19: 79-86.",
376,Medroxalol,56290-94-9,7.9,16,NF,8.2,11,"Haegele KD, Jaillion P, Cheymol G, Alken RG, Schechter PJ, and Koch-Weser J (1983) Kinetics of medroxalol, a beta and alpha-adrenoceptor antagonist.  Clin. Pharmacol. Ther.34: 785-791.  Keeley FJ, Weiner DL, and Okerholm RA (1983) Bioavailability of medroxalol in man.  Biopharm. Drug Dispos.  4: 305-309.",Calculations were done using data from digitization of the C vs t plot in the reported reference by Keeley et al. and from C vs t data listed in Haegele et al..
377,Melagatran,159776-70-2,0.23,1.9,0.93,2.0,1.6,"Eriksson UG, Bredberg U, Hoffmann KJ, Thuresson A, Gabrielsson M, Ericsson H, Ahnoff M, Gislen K, Fager G, and Gustafsson D (2003) Absorption, distribution, metabolism, and excretion of ximelagatran, an oral direct thrombin inhibitor, in rats, dogs, and humans.  Drug Metab. Dispos. 31: 294-305.",
378,Meloxicam,71125-38-7,0.15,0.12,0.003,21,18,"Narjes H, Turck D, Busch U, Heinzel G, and Nehmiz G (1996) Pharmacokinetics and tolerability of meloxicam after i.m. administration.  Br. J. Clin. Pharmacol. 41: 135-139.  Busch U, Heinzel G, and Narjes H (1995) The effect of cholestyramine on the pharmaciokinetics of meloxicam, a new non-steroidal anti-inflammatory drug (NSAID), in man.  Eur. J. Clin. Pharmacol. 48: 269-272.   Turck D, Busch U, Heinzel G, and Narjes H (1997) Clinical pharmacokinetics of meloxicam.  Arz. Forsch. 47: 253-258. Schmid J, Busch U, Heinzel G, Bozler G, Kaschke S, and Kummer M (1995) Meloxicam. Pharmacokinetics and metabolic pattern after intravenous infusion and oral administration to healthy subjects. Drug Metab. Dispos. 23: 1206-1213.  Tuerck D, Schwarz A, Hoeffler D, Narjes HH, Nehmiz G, and Heinzel G (1996) Pharmacokinetics of meloxicam in patients with end-stage renal failure on hemodialysis. A comparison with healthy volunteers.  Eur. J. Clin. Pharmacol.  51: 309-313.",
379,Melperone,3575-80-2,14,46,NF,5.0,3.9,"Borgstrom L, Larsson H, and Molander L (1982) Pharmacokinetics of parenteral and oral melperone in man.  Eur. J. Clin. Pharmacol.  23: 173-176.",Data from 20 mg dose.  All pharmacokinetic parameters calculated from digitized C vs t plot in the reported reference.
380,Melphalan,148-82-3,0.48,7.0,0.14,1.1,1.0,"Woodhouse KW, Hamilton P, Lennard A, and Rawlins MD (1983) The pharmacokinetics of melphalan in patients with multiple myeloma: an intravenous/oral study using a conventional dosing regimen.  Eur. J. Clin. Pharmacol. 24: 283-285.  Hersh MR, Ludden TM, Kuhn JG, and Knight WA (1983) Pharmacokinetics of high dose melphalan.  Invest. New Drugs. 1: 331-334.  Gera S, Musch E, Osterheld HKO, and Loos U (1989) Relevance of the hydrolysis and protein binding of melphalan to the treatment of multiple myeloma.  Canc. Chemother. Pharmacol. 23: 76-80.  Grieg NH, Sweeney DJ, and Rapoport SI (1987) Melphalan concentration dependent protein binding in healthy humans and rats.  Eur. J. Clin. Pharmacol. 32: 179-185.",
381,MEN-10755,169317-77-5,2.4,2.5,NF,17,21,"Bos AME, deVries EGE, Dombernovsky P, Aamdal S, Uges DRA, Schrijvers D, Wanders J, Roelvink MWJ, Hanauske AR, Bortini S, Capriati A, Crea AEG, and Vermorken JB (2001) Pharmacokinetics of MEN-10755, a novel anthracycline disaccharide analogue, in two phase 1 studies in adults with advanced solid tumors.  Canc. Chemother. Pharmacol. 48: 361-369.",
382,Meperidine,57-42-1,2.3,4.9,0.42,6.4,7.9,"Chan K, Tse J, Jennings F, and Orme ML (1987) Pharmacokinetics of low-dose intravenous pethidine in patients with renal dysfunction.  J. Clin. Pharmacol. 27: 516-22.  Verbeek RK, Cardinal JA, and Wallace SM (1984) Effect of age and sex on the plasma binding of acidic and basic drugs.  Eur. J. Clin. Pharmacol. 27: 91-97.",VDss calculated from C vs t data provided in the reference.
383,Mepivacaine,96-88-8,0.95,6.8,0.30,2.5,2.0,"Burm AGL, Cohen IMC, van Kleef JW, Vletter AA, Olieman W, and Groen K (1997) Pharmacokinetics of the enantiomers of mepivacaine after intravenous administration of the racemate in volunteers.  Anesth. Analg. 84: 85-89.  Allgayer H, Zahringer J, Bach P, and Bircher J (1984) Lack of effect of haemodialysis on mebendazole kinetics: studies in a patient with echinococcosis and renal failure.  Eur. J. Clin. Pharmacol. 27: 243-245.",Average of two enantiomers.
384,Meprobamate,57-53-4,0.70,0.60,1.0,19,14,"Held H and Oldershausen HF (1969) Zur pharmakokinetik von meprobamat bei chronischen hepatopathien und arzneimittelsucht. Klin. Wschr. 47: 78-80.  Douglas JF, Bradshaw WH, Ludwig BJ, and Powers D (1964) Interaction of plasma protein with related 1,3-propanediol dicarbamates.  Biochem. Pharmacol. 13: 537-539.",Pharmacokinetic parameters were calculated from C vs t data obtained by digitization of the plot provided in the reference.
385,Meptazinol,54340-58-8,3.3,28,0.73,2.0,1.7,"Norbury HM, Franklin RA, and Graham DF (1983) Pharmacokinetics of the new analgesic, meptazinol, after oral and intravenous administration to volunteers.  Eur. J. Clin. Pharmacol. 25: 77-80.  Gepts E, Sonck WA, Camu F, and Vercruysse A (1987) Pharmacokinetics of intravenously administered meptazinol during general anesthesia in man.  Eur. J. Anaesth. 4: 35-43.  Franklin RA (1988) The clinical pharmacokinetics and metabolism of the analgesic meptazinol.  Xenobiotica 18: 105-112.","VDss was calculated from C vs t data provided in the reference by Norbury, et al."
386,"Mercaptopurine, 6-",50-44-2,1.0,15,0.85,1.1,1.0,"Coffey JJ, White CA, Lesk AB, Rogers WI, and Seppick AA (1972) Effect of allopurinol on the pharmacokinetics of 6-mercaptopurine *NSC 755) in cancer patients.  Cancer Res. 32: 1283-1289.  Esposito M, Rosso R, and Santi L (1974)  Plasma protein binding of antineoplastic drugs in rats and humans.    IRCS Library Compendium  2: 1180.",Pharmacokinetic parameters were calculated using the mean C vs t values from three study subjects receiving intravenous 500 mg/m2. 
387,Meropenem,96036-03-2,0.30,3.9,0.87,1.3,1.0,"Burman LA, Nilsson-Ehle I, Hutchinson M, Haworth SJ, and Norrby SR (1991) Pharmacokinetics of meropenem and its metabolite ICI 213,689 in healthy subjects with known renal metabolism of imipenem.  J. Antimic. Chemother. 27: 219-224.  Leroy A, Fillastre JP, Etienne I, Borsa-Lebas F, and Humbert G (1992) Pharmacokinetics of meropenem in subjects with renal insufficiency.  Eur. J. Clin. Pharmacol. 42: 535-538.  Leroy A, Fillastre JP, Borsa-Lebas F, Etienne I, and Humbert G (1992) Pharmacokinetics of meropenem (ICI 194660) and its metabolite (ICI 213689) in healthy subjects and in patients with renal impairment.  Antimic. Agents Chemother. 36: 2794-2798.  Sumita Y, Nouda H, Tada E, Kohzuki T, Kato M, Okuda T, and Fukasawa M (1992) Pharmacokinetics of meropenem, a new carbapenem antibiotic, parenterally administrated to laboratory animals.  Chemotherapy 40(Suppl. 1): 123-131.",
388,Metformin,657-24-9,0.64,7.4,1.0,1.4,1.7,"Pentikainen PJ, Neuvonen PJ, and Penttila A (1979) Pharmacokinetics of metformin after intravenous and oral administration to man.  Eur. J. Clin. Pharmacol. 16: 195-202.",VDss calculated from reported rate micro-constants.
389,Methadone,76-99-3,4.4,1.7,0.21,43,31,"Nilsson MI, Gronbladh L, Widerlov E, and Anggard E (1983) Pharmacokinetics of methadone in methadone maintenance treatment: characterization of therapeutic failures.  Eur. J. Clin. Pharmacol. 25: 497-501.  Kristensen K, Blemmer T, Angelo HR, Christrup LL, Drenck NE, Rasmussen SN, and Sjoegren P (1996) Stereoselective pharmacokinetics of methadone in chronic pain patients.  Ther. Drug Monit. 18: 221-227.  Berkowitz BA (1976) The relationship of pharmacokinetics to pharmacological activity: morphine, methadone and naloxone.  Clin. Pharmacokinet. 1: 219-230. ",
390,Methamphetamine,537-46-2,4.3,4.4,0.85,16,12,"Harris DS, Boxenbaum H, Everhart ET, Sequeira G, Mendelson JE, and Jones RT (2003) The bioavailability of intranasal and smoked methamphetamine.  Clin. Pharmacol. Ther. 74: 475-486.  Cook CE, Jeffcoat AR, Hill JM, Pugh DE,  Patetta PK, Sadler BM, White WR, and Perez-Reyes M (1993) Pharmacokinetics of methamphetamine self-administered to human subjects by smoking S-(+)-methamphetamine hydrochloride.  Drug Metab. Dispos. 21: 717-723.  Mendelson J, Jones RT, Upton R, and Jacob P (1995) Methamphetamine and ethanol interactions in humans.  Clin. Pharmacol. Ther. 57: 559-568.  De la Torre R, Farre M, Navarro M, Pacifici R, Zuccaro P, and Pichini S (2004) Clinical pharmacokinetics of amfetamine and related substances: monitoring in conventional and non-conventional matrices.  Clin. Pharmacokinet. 43: 157-185.",Values for individual stereoisomers were averaged.
391,Methicillin,61-32-5,0.32,6.6,0.43,0.80,0.64,"Yaffe SJ, Gerbacht LM, Mosovich LL, Mattar ME, Danish M, and Jusko WJ (1977) Pharmacokinetics of methicillin in patients with cystic fibrosis.  J. Infect. Dis. 135: 828-831.  Dittert LW, Griffen WO, LaPiana JC, Shainfeld FJ, and Doluisio JT (1969) Pharmacokinetic interpretation of penicillin levels in serum and urine after intravenous administration.  Antimic. Ag. Chemother. 42-48.  Bergan T (1984) Pharmacokinetics of beta-lactam antibiotics.  Scand. J. Infect. Dis. 42(Suppl): 83-98.  Baur G, Kurz H, Trunk H (1977) Alteration of  protein binding during storage of human plasma preparations.  Anaesthesist 26: 148-150.","VDss calculated using micro rate constants reported in the reference by Dittert, et al.  Concentrations determined using a bioassay.  "
392,Methimazole,60-56-0,0.86,3.7,NF,3.8,2.4,Hengstmann JH and Hohn H (1985) Pharmacokinetics of methimazole in humans.  Klin. Wochenschr. 63: 1212-1217.,
393,Methohexital,151-83-7,1.1,12,0.27,1.5,1.6,"Breimer DD (1976) Pharmacokinetics of methohexitone following intravenous infusion in humans.  Br. J. Anaesth. 48: 643-649.  Brand L, Mark LC, Snell MM, Vrindten P, and Dayton PG (1963) Physiologic disposition of methohexital in man.  Anesthesiol. 24: 331-335.",
394,Methotrexate,59-05-2,0.43,2.1,0.37,3.4,3.9,"Bore P, Bruno R, Lena N, Favre R, and Cano JP (1987) Methotrexate and 7-hydroxymethotrexate pharmacokinetics following intravenous bolus administration and high-dose infusion of methotrexate.  Eur. J. Canc. Clin. Oncol. 23: 1385-1390.  Herman RA, Veng-Pedersen P, Hoffman J, Koehnke R, and Furst DE (1989) Pharmacokinetics of low-dose methotrexate in rheumatoid arthritis patients.  J. Pharm. Sci. 78: 165-171.  Esposito M, Rosso R, and Santi L (1974) Plasma protein binding of antineoplastic drugs in rats and humans.  IRCS Library Compendium 2: 1180.",
395,Methyldopa,555-30-6,0.69,3.5,0.85,3.3,5.9,"Skerjanec A, Campbell NRC, Robertson S, and Tam YK (1995) Pharmacokinetics and presystemic gut metabolism of methyldopa in healthy human subjects.  J. Clin. Pharmacol. 35: 275-280.  Stenbaek O, Myhre E, Rugstag HE, Arnold E, and Hansen T (1977) Pharmacokinetics of methyldopa in healthy man.  Eur. J. Clin. Pharmacol. 12: 117-123.  Myhre E, Rugstad HE, and Hansen T (1982) Clinical pharmacokinetics of methyldopa.  Clin. Pharmacokinet. 7: 221-233.",
396,Methylnaltrexone,73232-52-7,2.6,22,NF,2.0,2.5,"Yuan CS, Doshan H, Charney MR, O'Connor M, Karrison T, Maleckar SA, Israel RJ, and Moss J (2005) Tolerability, gut effects, and pharmacokinetics of methylnaltrexone following repeated intravenous administration in humans.  J. Clin. Pharmacol.  45: 538-546.",
397,"Methylnortestosterone, 7_-, 19-",3764-87-2,0.80,20,NF,0.67,0.65,"Kumar N, Suvisaari J, Tsong YY, Aguillaume C, Bardin CW, Lahteenmaki P, and Sundaram K (1997) Pharmacokinetics of 7a-methyl-19-nortestosterone in men and cynomolgus monkeys.  J. Androl. 18: 352-358.",VDss calculated from C vs t data obtained by digitization of the plot provided in the reference.
398,Methylphenidate,113-45-1,2.2,0.55,0.85,4.5,4.8,"Srinivas NR, Hubbard JW, Korchinski ED, and Midha KK (1993) Enantioselective pharmacokinetics of dl-threo-methylphenidate in humans.  Pharm. Res. 10: 14-21.  De la Torre R, Farre M, Navarro M, Pacifici R, Zuccaro P, and Pichini S (2004) Clinical pharmacokinetics of amfetamine and related substances: monitoring in conventional and non-conventional matrices.  Clin. Pharmacokinet. 43: 157-185.",Data for individual stereoisomers were averaged.
399,Methylprednisolone,83-43-2,1.2,6.1,0.23,3.5,2.3,"Booker BM, Magee MH, Blum RA, Lates CD, and Jusko WJ (2002)  Pharmacokinetic and pharmacodynamic interactions between diltiazem and methylprednisolone in healthy volunteers.  Clin. Pharmacol. Ther. 72: 370-382.",
400,"Methylthiomethylpaclitaxel, 7-",160237-25-2,11,6.4,NF,29,32,"Sun W, Stevenson JP, Gallagher ML, Vaughn D, Hahn SM, Haller DG, Cohen M, Kopit J, Gallant G, and O'Dwyer PJ (2003) Phase I and pharmacokinetic trial of the novel taxane BMS-184476 administered as a 1-hour intravenous infusion in combination with cisplatin every 21 days.  Clin. Canc. Res. 9: 5221-5227.",
401,Metoclopramide,364-62-5,3.2,5.7,0.60,9.4,7.2,"Magueur E, Hagege H, Attali P, Singlas E, Etienne JP, and Taburet AM (1991) Pharmacokinetics of metoclopramide in patients with liver cirrhosis.  Br. J. Clin. Pharmacol. 31: 185-187.  Webb D, Buss DC, Fifield R, Bateman DN, and Routledge PA  The plasma protein binding of metoclopramide in health and renal disease. Br. J. Clin. Pharmacol. 21: 334-336.",VDss calculated from C vs t data obtained by digitization of the plot provided in the reference.
402,Metocurine,5152-30-7,0.40,1.2,0.65,5.6,5.1,"Brotherton WP and Matteo RS (1981) Pharmacokinetics and pharmacodynamics of metocurine in humans with and without renal failure.  Anesthesiology 55: 273-276.  Avram MJ, Shanks CA, Henthorn TK, Ronai AK, Kinzer J, and Wilkinson CJ (1987) Metocurine kinetics in patients undergoing operations requiring cardiopulmonary bypass.  Clin. Pharmacl. Ther. 42: 576-581.",VDss calculated from micro rate constants provided in the reference.
403,Metolazone,17560-51-9,1.6,1.4,0.05,19,20,"Tilstone WJ, Dargie H, Dargie EN, Morgan HC, and Kennedy AC (1974) Pharmacokinetics of metolazone in normal subjects and in patients with cardiac or renal failure.  Clin. Pharmacol. Ther. 16: 322-329.","C vs t data was for total radioactivity, justified in the reference that radioactivity in plasma was due to just unchanged drug."
404,Metoprolol,51384-51-1,3.1,13,0.88,4.0,3.6,"Jordo L, Attman PO, Aurell M, Johansson L, Johnsson G, and Regardh CG (1980) Pharmacokinetic and pharmacodynamic properties of metoprolol in patients with impaired renal function.  Clin. Pharmacokinet. 5: 169-180.  Schaaf LJ, Campbell SC, Mayersohn MB, Vagedes T, and Perrier DG (1987) Influence of smoking and gender on the disposition kinetics of metoprolol.  Eur. J. Clin. Pharmacol. 33: 355-361.  Richard J, Cardot JM, and Godbillon J (1994) Inter-and intra-subject variability of metoprolol kinetics after intravenous administration.  Eur. J. Drug metab. Pharmacokinet. 19: 157-162.  Johnsson G and Regardh CG (1976) Clinical pharmacokinetics of beta-adrenoreceptor blocking drugs.  Clin. Pharmacokinet. 1: 233-263.",VDss calculated using micro rate constants reported in the reference by Richard et al.  
405,Metrizoate,1949-45-7,0.17,2.7,1.0,1.0,1.3,"Back SE, Krutzen E, and Nilsson-Ehle P (1988) Contrast media as markers for glomerular filtration: a pharmacokinetic comparison of four agents.  Scand. J. Clin. Lab Invest.  48: 247-253.",VDss calculated from C vs t data obtained by digitization of the plot provided in the reference.
406,Metronidazole,443-48-1,0.40,0.85,0.96,7.8,7.1,"Sanvordekar DR, Chien YW, Lin TK, Lambert HJ (1975) Binding of metronidaole and its derivatives to plasma proteins: an assessment of drug binding phenomenon.  J. Pharm Sci. 64: 1797-1803.   Bergan T and Thorsteinsson SB (1986) Pharmacokinetics of metronidazole and its metabolites in reduced renal function.  Chemotherapy 32: 305-318.",Plasma concentraions determined using a bioassay.
407,Mexiletine,31828-71-4,5.9,8.3,0.36,12,9.9,"Pentikainen PJ, Hietakorpi S, Halinen MO, and Lampinen LM (1986) Cirrhosis of the liver markedly impairs the elimination of mexiletine.  Eur. J. Clin. Pharmacol. 30: 83-88.  McErlane KM, Igwemezie L., Kerr CR (1987) Stereoselective serum protein binding of mexiletine enantiomers in man.  Res. Comm. Chem. Path. Pharmacol. 56: 141-144.",Average of two enantiomers.
408,Mezlocillin,51481-65-3,0.09,2.1,0.70,0.71,1.2,"Modr Z, Dvoracek K, Janku I, and Krebs V (1982) Beitrag zur pharmakokinetik und dosierung von mezlocillin bei intravenoser infusion. Infection 10(Supp 3): s190-s195.   Bergan T (1984) Pharmacokinetics of beta-lactam antibiotics.  Scand. J. Infect. Dis. 42(Suppl): 83-98.",VDss calculated using micro rate constants reported in the reference.  
409,Mibefradil,116644-53-2,3.1,4.0,0.005,13,13,"Welker HA (1998) Single- and multiple-dse mibefradil pharmacokinetics in normal and hypertensive subjects.  J. Pharm. Pharmacol. 50: 983-987.  Welker HA, Wiltshire H, and Bullingham R (1998) Clinical pharmacokinetics of mibefradil. Clin. Pharmacokinet. 35: 405-423.",
