Name,Structure,Class
zaleplon,CCN(C(C)=O)C1=CC=CC(=C1)C2=CC=N/C3=C(/C#N)C=NN23,1
zimeldine,CN(C)C/C=C(/C1=C/C=C(/[Br])C=C1)C2=CC=CN=C2,1
zolpidem,CN(C)C(=O)C/C1=C(/N=C2C=CC(C)=CN12)C3=C/C=C(/C)C=C3,1
zomebazam,CN2C(=O)CC(=O)N(/C1=C/C=CC=C1)C=3C(C)=NN(C)C2=3,1
zometapine,C/C2=N/N(C)C=3NCC/N=C(/C1=C/C=CC([Cl])=C1)C2=3,1
amdinocillinpivoxil (pivmecillinam),CC(C)(C)C(=O)OCOC(=O)[C@@]3([H])N2C(=O)[C@@]([H])(N=CN1CCCCCC1)[C@@]2([H])[S]C3(C)C,-1
amicycline,CN(C)[C@@]2([H])C(O)=C(C(=O)[C@@]3(O)C(O)=C1C(=O)C=4C(C[C@@]1([H])C[C@@]23[H])=C/C=C(/N)C=4O)C(N)=O,-1
amoxicillin,CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)[C@@](N)([H])C2=C/C=C(/O)C=C2)[C@@]3([H])C(O)=O,-1
ampicillin,CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)[C@@](N)([H])C2=CC=CC=C2)[C@@]3([H])C(O)=O,-1
amrubicin,CC(=O)[C@@]5(N)C[C@@]([H])(O[C@@]1([H])C[C@@](O)([H])[C@@](O)([H])CO1)C4=C(O)C=3C(=O)C2=CC=CC=C2C(=O)C=3C(O)=C4C5,-1
butikacin,NCC[C@@](O)([H])CN[C@@]2([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CN)[C@@](O)([H])[C@@](O)([H])[C@@]1(O)[H])[C@@](O)([H])[C@@]2([H])O[C@@]3([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]3(O)[H],-1
cefalexin,CC=1C[S][C@@]2([H])N(C=1C(=O)OCC(=O)OC(C)(C)C)C(=O)[C@@]2([H])NC(=O)[C@@](N)([H])C3=CC=CC=C3,-1
cefaloram,CC(=O)OCC=1C[S][C@@]2([H])N(C=1C(O)=O)C(=O)[C@@]2([H])NC(=O)C/C3=C/C=CC=C3,-1
cefazolin,C/C4=N/N=C(/[S]CC=1C[S][C@@]2([H])N(C=1C(O)=O)C(=O)[C@@]2([H])NC(=O)CN3C=NN=N3)[S]4,-1
cefcapene,CC/C=C(/C(=O)N[C@@]1([H])C(=O)N2C(=C(C[S][C@@]12[H])COC(N)=O)C(O)=O)C3=C[S]C(N)=N3,-1
cefedrolor,CC=1C[S][C@@]2([H])N(C=1C(O)=O)C(=O)[C@@]2([H])NC(=O)[C@@](N)([H])C3=C/C=C(/O)C([Cl])=C3,-1
cefoxazole,CC(=O)OCC=1C[S][C@@]2([H])N(C=1C(O)=O)C(=O)[C@@]2([H])NC(=O)C3=C(C)O/N=C3/C4=C/C=C/C=C4/[Cl],-1
cefoxitin,CO[C@@]2(NC(=O)C/C1=C/C=C[S]1)C(=O)N3C(=C(C[S][C@@]23[H])COC(N)=O)C(O)=O,-1
cetocycline,CC(=O)C4=C(O)[C@@](N)([H])[C@@]3([H])C/C2=C(/C)C1=C/C=C(/C)C(O)=C1C(O)=C2C(=O)[C@@]3(O)C4=O,-1
chlortetracycline,CN(C)[C@@]3([H])C(O)=C(C(=O)[C@@]4(O)C(O)=C2C(=O)C1=C(O)C=CC([Cl])=C1[C@@](C)(O)[C@@]2([H])C[C@@]34[H])C(N)=O,-1
clometocillin,CO[C@@]([H])(C(=O)N[C@@]1([H])C(=O)N2[C@@]1([H])[S]C(C)(C)[C@@]2([H])C(O)=O)C3=C/C=C(/[Cl])C([Cl])=C3,-1
demeclocycline,CN(C)[C@@]3([H])C(O)=C(C(=O)[C@@]4(O)C(O)=C2C(=O)C=1/C(=C(/[Cl])C=CC=1O)[C@@](O)([H])[C@@]2([H])C[C@@]34[H])C(N)=O,-1
dicloxacillin,CC=1ON=C(C=1C(=O)N[C@@]2([H])C(=O)N3[C@@]2([H])[S]C(C)(C)[C@@]3([H])C(O)=O)C4=C([Cl])C=C/C=C4/[Cl],-1
doxycycline,C[C@@]3([H])C1=CC=CC(O)=C1C(=O)C4=C(O)[C@@]2(O)C(=O)C(=C(O)[C@@]([H])(N(C)C)[C@@]2([H])[C@@](O)([H])[C@@]34[H])C(N)=O,-1
epicillin,CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)[C@@](N)([H])C2=CCC=CC2)[C@@]3([H])C(O)=O,-1
esorubicin,CO/C4=C/C=CC=5C(=O)C3=C(O)C=2C[C@@](O)(C[C@@]([H])(O[C@@]1([H])C[C@@](N)([H])C[C@@](C)([H])O1)C=2C(O)=C3C(=O)C4=5)C(=O)CO,-1
etilefrine,CCNC[C@@](O)([H])C1=CC=CC(O)=C1,-1
fenoxazoline,CC(C)([H])C1=CC=C/C=C1/OC/C2=N/CCN2,-1
flucloxacillin,CC=1ON=C(C=1C(=O)N[C@@]2([H])C(=O)N3[C@@]2([H])[S]C(C)(C)[C@@]3([H])C(O)=O)C4=C([F])C=C/C=C4/[Cl],-1
flurithromycin,CC[C@@]3([H])OC(=O)[C@@](C)([H])[C@@]([H])(O[C@@]1([H])C[C@@](C)(OC)[C@@](O)([H])[C@@](C)([H])O1)[C@@](C)([H])[C@@]([H])(O[C@@]2([H])O[C@@](C)([H])C[C@@]([H])(N(C)C)[C@@]2(O)[H])[C@@](C)(O)C[C@@](C)([F])C(=O)[C@@](C)([H])[C@@](O)([H])[C@@]3(C)O,-1
gramicidin-s-2,CC[C@@]5([H])NC(=O)[C@@]1([H])CCCN1C(=O)[C@@]([H])(C/C2=C/C=CC=C2)NC(=O)[C@@]([H])(CC(C)(C)[H])NC(=O)[C@@]([H])(CCCN)NC(=O)[C@@]([H])(NC(=O)[C@@]3([H])CCCN3C(=O)[C@@]([H])(C/C4=C/C=CC=C4)NC(=O)[C@@]([H])(CC(C)(C)[H])NC(=O)[C@@]([H])(CCCN)NC5=O)C(C)(C)[H],-1
hydroxyamphetamine,C[C@@](N)([H])C/C1=C/C=C(/O)C=C1,-1
isopropicillin,CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)C(C)(C)O/C2=C/C=CC=C2)[C@@]3([H])C(O)=O,-1
josamycin,CO[C@@]1([H])[C@@]([H])(CC(=O)O[C@@](C)([H])CC=CC=C[C@@](O)([H])[C@@](C)([H])C[C@@]([H])(CC=O)[C@@]1([H])O[C@@]3([H])O[C@@](C)([H])[C@@]([H])(O[C@@]2([H])C[C@@](C)(O)[C@@]([H])(OC(=O)CC(C)(C)[H])[C@@](C)([H])O2)[C@@]([H])(N(C)C)[C@@]3(O)[H])OC(C)=O,-1
kanamycin,NC[C@@]3([H])O[C@@]([H])(O[C@@]2([H])[C@@](N)([H])C[C@@](N)([H])[C@@]([H])(O[C@@]1([H])O[C@@]([H])(CO)[C@@](O)([H])[C@@](N)([H])[C@@]1(O)[H])[C@@]2(O)[H])[C@@](O)([H])[C@@](O)([H])[C@@]3(O)[H],-1
lidocaine,CCN(CC)CC(=O)N/C1=C(/C)C=C/C=C1/C,-1
methacycline (metacycline),CN(C)[C@@]3([H])C(O)=C(C(=O)[C@@]4(O)C(O)=C2C(=O)C=1C(=CC=CC=1O)C(=C)[C@@]2([H])[C@@](O)([H])[C@@]34[H])C(N)=O,-1
methotrexate,CN(C/C2=C/N=C1/N=C(/N)N=C(N)C1=N2)C3=CC=C(C=C3)C(=O)N[C@@]([H])(CCC(O)=O)C(O)=O,-1
methoxyphedrine,CN[C@@](C)([H])C(=O)C1=C/C=C(/OC)C=C1,-1
nafcillin,CCO/C2=C/C=C1C=CC=C/C1=C2/C(=O)N[C@@]3([H])C(=O)N4[C@@]3([H])[S]C(C)(C)[C@@]4([H])C(O)=O,-1
nitrendipine,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)[C@@]1([H])C2=CC=CC(=C2)N(=O)=O,-1
norfloxacin,CCN1/C=C(/C(O)=O)C(=O)C2=CC([F])=C(C=C12)N3CCNCC3,-1
orphenadrine,CN(C)CCO[C@@]([H])(C1=CC=CC=C1)C2=CC=C/C=C2/C,-1
oxacillin,CC=2O/N=C(/C1=C/C=CC=C1)C=2C(=O)N[C@@]3([H])C(=O)N4[C@@]3([H])[S]C(C)(C)[C@@]4([H])C(O)=O,-1
oxetacillin,CC4(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])N2C(=O)[C@@]([H])(NC2(C)C)C3=C/C=C(/O)C=C3)[C@@]4([H])C(O)=O,-1
phenethicillin (pheneticillin),C[C@@]([H])(O/C1=C/C=CC=C1)C(=O)N[C@@]2([H])C(=O)N3[C@@]2([H])[S]C(C)(C)[C@@]3([H])C(O)=O,-1
pristinamycin-ic,C[C@@]4([H])OC(=O)[C@@]([H])(NC(=O)[C@@]1([H])CC(=O)CCN1C(=O)[C@@]([H])(C/C2=C/C=C(C=C2)N(C)C)N(C)C(=O)[C@@]3([H])CCCN3C(=O)[C@@](C)([H])NC(=O)[C@@]4([H])NC(=O)C5=NC=C/C=C5/O)C6=CC=CC=C6,-1
propafenone,CCCNC[C@@](O)([H])CO/C1=C/C=C/C=C1/C(=O)CC/C2=C/C=CC=C2,-1
propicillin,CC[C@@]([H])(O/C1=C/C=CC=C1)C(=O)N[C@@]2([H])C(=O)N3[C@@]2([H])[S]C(C)(C)[C@@]3([H])C(O)=O,-1
sanfetrinem,CO[C@@]1([H])CCC[C@@]2([H])C1=C(C=O)N3C(=O)[C@@]([H])([C@@]23[H])[C@@](C)(O)[H],-1
tamoxifen,CC/C(=C(/C1=C/C=CC=C1)C2=C/C=C(/OCCN(C)C)C=C2)C3=CC=CC=C3,-1
temocillin,CO[C@@]2(NC(=O)[C@@]([H])(C(O)=O)C=1C=C[S]C=1)C(=O)N3[C@@]2([H])[S]C(C)(C)[C@@]3([H])C(O)=O,-1
tetracycline,CN(C)[C@@]3([H])C(O)=C(C(=O)[C@@]4(O)C(O)=C2C(=O)C1=C(O)C=CC=C1[C@@](C)(O)[C@@]2([H])C[C@@]34[H])C(N)=O,-1
ticarcillin,CC3(C)[S][C@@]1([H])N(C(=O)[C@@]1([H])NC(=O)[C@@]([H])(C(O)=O)C=2C=C[S]C=2)[C@@]3([H])C(O)=O,-1
