"","clustTrueTrain0","clustFalseTrain0","clustTrueTrain1","clustFalseTrain1","clustTrueTrain2","clustFalseTrain2","clustTrue0","clustFalse0","clustTrue1","clustFalse1","clustTrue2","clustFalse2"
"CHEMBL1963798",32,288,28,292,40,268,18,136,22,132,10,156
"CHEMBL1794528",82,305,82,304,72,327,36,163,36,164,46,141
"CHEMBL1738391",104,220,92,183,100,237,44,100,56,137,48,83
"CHEMBL1963804",117,247,131,255,138,244,76,126,62,118,55,129
"CHEMBL1963760",31,244,40,250,43,228,26,117,17,111,14,133
"CHEMBL1963734",51,380,108,332,109,328,83,140,26,188,25,192
"CHEMBL1963773",134,217,145,206,149,193,80,91,69,102,65,115
"CHEMBL1963820",78,342,45,362,71,350,19,185,52,165,26,177
"CHEMBL1963738",153,260,159,258,174,248,90,123,84,125,69,135
"CHEMBL1614433",63,91,43,91,58,72,19,36,39,36,24,55
"CHEMBL1964081",177,179,178,151,185,168,93,70,92,98,85,81
"CHEMBL1963787",125,271,139,260,134,255,74,122,60,133,65,138
"CHEMBL1794531",25,286,25,249,24,319,12,141,12,178,13,108
"CHEMBL1614030",305,77,256,70,313,71,132,32,181,39,124,38
"CHEMBL1963821",88,382,98,359,102,363,56,170,46,193,42,189
"CHEMBL1738513",322,144,316,127,324,115,159,49,165,66,157,78
"CHEMBL1738131",112,212,83,192,99,238,35,109,64,129,48,83
"CHEMBL1614504",233,39,205,50,236,57,104,34,132,23,101,16
"CHEMBL3214993",191,113,235,89,260,128,152,52,108,76,83,37
"CHEMBL1963747",65,342,83,312,76,322,47,146,29,176,36,166
"CHEMBL1794350",414,16,431,15,447,15,232,7,215,8,199,8
"CHEMBL1963712",73,276,93,260,88,258,54,121,34,137,39,139
"CHEMBL1909089",67,496,70,476,51,502,27,241,24,261,43,235
"CHEMBL1963705",176,291,212,235,222,248,129,96,93,152,83,139
"CHEMBL1738249",62,364,48,356,60,372,23,182,37,190,25,174
"CHEMBL1963796",108,287,120,277,130,262,71,126,59,136,49,151
"CHEMBL1614170",114,268,103,223,123,261,56,108,67,153,47,115
"CHEMBL1794383",281,25,298,14,285,25,151,7,134,18,147,7
"CHEMBL1963731",162,259,139,268,193,257,85,133,108,124,54,135
"CHEMBL1963819",177,312,175,308,192,292,95,144,97,148,80,164
"CHEMBL1863512",528,11,317,12,269,9,29,5,240,4,288,7
"CHEMBL3214970",243,64,241,57,256,65,127,29,129,36,114,28
"CHEMBL3214971",204,289,178,272,206,275,90,129,116,146,88,143
"CHEMBL1738414",469,23,414,29,453,20,199,13,254,7,215,16
"CHEMBL1963802",138,250,152,240,160,226,87,108,73,118,65,132
"CHEMBL1964100",83,308,68,317,85,297,35,153,50,144,33,164
"CHEMBL1963780",43,346,40,337,43,343,20,167,23,176,20,170
"CHEMBL1963795",216,217,228,198,240,191,126,86,114,105,102,112
"CHEMBL1737865",159,267,168,236,165,267,87,118,78,149,81,118
"CHEMBL1963696",89,296,80,306,87,298,39,154,48,144,41,152
"CHEMBL1963822",35,368,39,366,36,366,20,182,16,184,19,184
"CHEMBL1963801",109,406,127,364,112,326,65,142,47,184,62,222
"CHEMBL1963818",151,253,189,214,202,199,120,80,82,119,69,134
"CHEMBL1964116",107,244,105,246,96,248,47,125,49,123,58,121
"CHEMBL1963754",167,280,175,269,214,255,111,122,103,133,64,147
"CHEMBL1738424",102,366,88,289,102,351,44,137,58,214,44,152
"CHEMBL3215192",230,152,262,144,270,138,151,65,119,73,111,79
"CHEMBL1963720",139,318,130,313,139,309,65,152,74,157,65,161
"CHEMBL1963728",26,313,27,319,29,314,15,160,14,154,12,159
"CHEMBL1614171",23,350,21,331,24,343,11,162,13,181,10,169
"CHEMBL1963765",53,378,64,353,55,363,33,169,22,194,31,184
"CHEMBL1963710",130,257,149,240,147,235,83,109,64,126,66,131
"CHEMBL1963834",150,285,182,248,188,237,110,100,78,137,72,148
"CHEMBL1963697",119,377,126,344,129,347,68,157,61,190,58,187
"CHEMBL3214929",190,206,274,181,244,175,164,75,80,100,110,106
"CHEMBL1963791",56,413,93,361,99,362,68,155,31,207,25,206
"CHEMBL1963729",79,422,68,420,81,414,35,206,46,208,33,214
"CHEMBL1963733",85,419,106,370,95,339,58,145,37,194,48,225
"CHEMBL1737860",448,21,427,15,463,14,221,4,242,10,206,11
"CHEMBL1963763",94,309,124,279,118,282,74,126,44,156,50,153
"CHEMBL1963688",160,327,178,275,174,252,96,100,78,152,82,175
"CHEMBL1964022",109,327,88,310,93,313,36,148,57,165,52,162
"CHEMBL2114926",306,220,300,186,302,240,148,103,154,137,152,83
"CHEMBL1963793",154,336,169,309,181,311,98,142,83,169,71,167
"CHEMBL1963708",220,244,231,218,255,210,133,92,122,118,98,126
"CHEMBL1738494",10,445,10,440,18,465,9,230,9,235,1,210
"CHEMBL1963737",72,431,55,432,69,425,26,213,43,212,29,219
"CHEMBL1963833",51,399,59,379,62,386,35,183,27,203,24,196
"CHEMBL1963745",103,299,147,259,148,256,96,108,52,148,51,151
"CHEMBL1963724",110,296,147,262,141,262,89,114,52,148,58,148
"CHEMBL1738639",225,401,220,403,223,408,109,205,114,203,111,198
"CHEMBL3214944",257,138,274,130,247,110,132,51,115,59,142,79
"CHEMBL1963938",133,264,122,222,133,262,61,110,72,152,61,112
"CHEMBL1963828",63,380,90,341,97,335,62,148,35,187,28,193
"CHEMBL1963808",154,354,143,341,175,347,82,167,93,180,61,174
"CHEMBL1909172",38,529,44,505,38,518,22,247,16,271,22,258
"CHEMBL1738369",181,274,211,239,214,269,122,117,92,152,89,122
"CHEMBL1963812",190,273,213,236,237,215,130,89,107,126,83,147
"CHEMBL1909182",22,540,16,531,12,541,3,266,9,275,13,265
"CHEMBL1963794",112,373,104,366,108,379,50,186,58,193,54,180
"CHEMBL1963836",74,413,63,412,77,405,33,202,44,203,30,210
"CHEMBL1964105",135,270,145,264,152,252,81,123,71,129,64,141
"CHEMBL1963809",102,399,87,396,107,387,46,192,61,195,41,204
"CHEMBL1738495",483,9,434,9,467,6,209,3,258,3,225,6
"CHEMBL1963800",178,352,169,333,189,305,90,143,99,162,79,190
"CHEMBL1963748",181,277,185,279,200,250,102,126,98,124,83,153
"CHEMBL1794303",444,13,396,12,450,11,201,5,249,6,195,7
"CHEMBL3215210",436,21,430,28,460,33,227,20,233,13,203,8
"CHEMBL1737912",342,113,321,129,357,126,168,71,189,55,153,58
"CHEMBL1737967",47,419,51,392,48,391,26,182,22,209,25,210
"CHEMBL3214902",122,321,115,312,109,319,51,155,58,164,64,157
"CHEMBL1614469",246,68,223,79,249,91,113,51,136,40,110,28
"CHEMBL1909087",51,515,49,498,36,521,17,252,19,269,32,246
"CHEMBL1909088",70,493,75,470,55,499,30,238,25,261,45,232
"CHEMBL1909140",38,525,36,509,28,528,13,256,15,272,23,253
"CHEMBL1963761",68,423,76,401,94,392,51,185,43,207,25,216
"CHEMBL1909093",11,546,6,536,9,542,2,266,7,276,4,270
"CHEMBL1963735",137,359,126,357,153,336,71,167,82,169,55,190
"CHEMBL1909104",73,486,75,466,66,488,34,234,32,254,41,232
"CHEMBL1909114",20,540,18,525,20,533,9,259,11,274,9,266
"CHEMBL1963759",71,426,93,378,106,376,64,164,42,212,29,214
"CHEMBL1963694",47,443,32,444,51,435,18,218,33,217,14,226
"CHEMBL1963756",183,335,192,304,207,297,108,133,99,164,84,171
"CHEMBL1909215",23,529,28,511,21,528,13,255,8,273,15,256
"CHEMBL1909213",3,560,5,537,4,553,3,265,1,288,2,272
"CHEMBL1963783",211,286,210,272,205,284,102,135,103,149,108,137
"CHEMBL1963827",177,229,207,198,216,191,123,80,93,111,84,118
"CHEMBL1909170",40,528,47,502,41,516,24,245,17,271,23,257
"CHEMBL1963707",231,267,233,250,226,269,114,126,112,143,119,124
"CHEMBL1909192",3,564,2,549,3,555,1,270,2,285,1,279
"CHEMBL1909206",6,557,2,540,6,547,1,265,5,282,1,275
"CHEMBL1909095",10,557,4,541,10,544,2,264,8,280,2,277
"CHEMBL1909097",5,560,5,542,2,554,1,268,1,286,4,274
"CHEMBL1963706",223,297,234,238,219,239,115,90,104,149,119,148
"CHEMBL1614522",262,120,287,109,287,105,156,47,131,58,131,62
"CHEMBL1909115",22,536,28,513,16,535,11,256,5,279,17,257
"CHEMBL1738502",408,84,387,56,399,74,189,23,210,51,198,33
"CHEMBL1909139",38,522,38,508,26,524,13,255,13,269,25,253
"CHEMBL1909204",14,537,14,517,18,524,9,252,9,272,5,265
"CHEMBL1963810",239,212,258,186,253,184,136,79,117,105,122,107
"CHEMBL1963767",119,381,98,388,113,385,46,196,67,189,52,192
"CHEMBL1963966",517,16,521,18,492,18,248,10,244,8,273,8
"CHEMBL1963816",42,423,43,417,59,406,30,200,29,206,13,217
"CHEMBL1909103",21,540,10,535,15,541,2,268,13,273,8,267
"CHEMBL1738552",154,301,166,284,170,313,91,148,79,165,75,136
"CHEMBL1963714",128,409,133,375,131,344,68,155,63,189,65,220
"CHEMBL1909102",41,514,38,502,37,512,17,250,20,262,21,252
"CHEMBL1963704",161,368,188,306,169,300,98,119,71,181,90,187
"CHEMBL1963785",125,396,167,346,166,332,104,141,62,191,63,205
"CHEMBL1963739",84,432,65,430,89,418,35,208,54,210,30,222
"CHEMBL2114896",248,278,237,249,273,269,131,120,142,149,106,129
"CHEMBL1909143",40,512,38,494,36,512,17,247,19,265,21,247
"CHEMBL1963817",130,432,173,384,155,356,99,154,56,202,74,230
"CHEMBL1963788",305,404,343,330,344,326,191,126,153,200,152,204
"CHEMBL1909124",4,564,4,547,2,557,1,270,1,287,3,277
"CHEMBL1964119",216,326,225,302,251,298,130,137,121,161,95,165
"CHEMBL1963779",256,393,276,329,318,304,169,120,149,184,107,209
"CHEMBL1963768",66,369,119,329,113,336,83,148,30,188,36,181
"CHEMBL1909084",5,559,4,543,3,552,1,268,2,284,3,275
"CHEMBL1909209",49,516,41,506,38,520,15,255,23,265,26,251
"CHEMBL1963749",217,308,236,272,237,264,128,114,109,150,108,158
"CHEMBL1963792",81,483,80,441,67,446,33,202,34,244,47,239
"CHEMBL1963826",172,358,232,287,226,271,143,100,83,171,89,187
"CHEMBL1909165",10,542,12,521,14,531,8,255,6,276,4,266
"CHEMBL1909211",65,503,66,484,57,503,29,242,28,261,37,242
"CHEMBL1909214",8,555,7,532,5,549,2,263,3,286,5,269
"CHEMBL1909184",8,560,5,544,5,554,1,269,4,285,4,275
"CHEMBL2354308",431,46,421,36,428,46,209,18,219,28,212,18
"CHEMBL1909181",18,544,13,532,7,548,1,268,6,280,12,264
"CHEMBL1909141",61,505,58,493,53,504,25,246,28,258,33,247
"CHEMBL1909171",37,530,40,507,35,521,19,249,16,272,21,258
"CHEMBL1909150",24,544,37,512,21,536,17,252,4,284,20,260
"CHEMBL1909131",19,548,12,536,19,538,6,263,13,275,6,273
"CHEMBL1963699",86,435,74,426,98,415,43,203,55,212,31,223
"CHEMBL1909106",10,559,8,543,6,554,2,269,4,285,6,274
"CHEMBL1909105",66,498,70,475,52,503,28,240,24,263,42,235
"CHEMBL1909142",7,558,7,540,2,556,1,269,1,287,6,271
"CHEMBL1963829",69,441,69,413,64,430,32,201,32,229,37,212
"CHEMBL1963781",29,469,26,458,29,465,13,227,16,238,13,231
"CHEMBL1909091",18,547,12,534,16,541,5,264,11,277,7,270
"CHEMBL1909145",10,557,14,536,10,547,7,263,3,284,7,273
"CHEMBL1963691",296,320,295,293,313,267,156,120,157,147,139,173
"CHEMBL1909090",57,510,56,494,41,518,20,251,21,267,36,243
"CHEMBL1909205",6,553,6,536,10,545,5,264,5,281,1,272
"CHEMBL1909121",40,513,40,496,38,511,19,247,19,264,21,249
"CHEMBL1963719",225,415,211,394,242,365,114,172,128,193,97,222
"CHEMBL1963703",152,347,146,343,166,326,80,161,86,165,66,182
"CHEMBL1909148",6,561,11,537,7,552,6,264,1,288,5,273
"CHEMBL1738578",366,126,354,89,360,113,174,38,186,75,180,51
"CHEMBL1963837",487,188,484,173,491,153,244,69,247,84,240,104
"CHEMBL1909138",25,540,21,528,18,536,7,262,11,274,14,266
"CHEMBL1738682",237,389,227,396,242,389,116,198,126,191,111,198
"CHEMBL1963740",215,482,244,400,245,386,137,152,108,234,107,248
"CHEMBL1963722",256,303,272,265,318,258,167,110,151,148,105,155
"CHEMBL1963832",143,501,182,417,171,422,105,169,66,253,77,248
"CHEMBL1963775",113,524,153,444,154,432,97,176,57,256,56,268
"CHEMBL1909092",17,550,15,535,16,543,7,264,9,279,8,271
"CHEMBL1909157",21,539,20,522,19,535,9,259,10,276,11,263
"CHEMBL1909134",32,529,30,517,18,538,8,263,10,275,22,254
"CHEMBL1909111",37,530,36,512,27,532,13,257,14,275,23,255
"CHEMBL1909108",41,522,42,504,33,524,17,253,16,271,25,251
"CHEMBL1909085",50,517,44,502,38,519,16,252,22,267,28,250
"CHEMBL1909086",52,516,49,499,41,517,19,250,22,267,30,249
"CHEMBL1909112",53,501,52,478,43,501,21,239,22,262,31,239
"CHEMBL1909159",44,522,40,509,30,527,13,257,17,270,27,252
"CHEMBL2114931",12,610,18,542,16,598,11,265,5,333,7,277
"CHEMBL1964102",149,354,135,354,140,358,63,179,77,179,72,175
"CHEMBL1614063",16,476,25,425,25,403,17,176,8,227,8,249
"CHEMBL1909135",34,523,19,523,17,534,1,267,16,267,18,256
"CHEMBL1909110",50,517,44,505,32,526,13,257,19,269,31,248
"CHEMBL1909200",14,552,10,539,10,547,3,267,7,280,7,272
"CHEMBL1909190",6,546,10,527,6,543,5,262,1,281,5,265
"CHEMBL1963693",160,430,158,390,168,370,83,165,85,205,75,225
"CHEMBL1963918",179,496,152,434,179,474,76,206,103,268,76,228
"CHEMBL1909094",50,501,51,476,47,493,24,234,23,259,27,242
"CHEMBL1963823",123,497,150,436,147,443,87,191,60,252,63,245
"CHEMBL2114932",703,31,543,25,688,32,264,13,424,19,279,12
"CHEMBL1909156",37,531,35,515,24,536,11,260,13,276,24,255
"CHEMBL1909132",27,536,20,526,17,538,5,264,12,274,15,262
"CHEMBL1909130",23,545,20,525,31,522,14,251,17,271,6,274
"CHEMBL3215029",406,372,425,371,443,397,231,198,212,199,194,173
"CHEMBL2114818",703,31,542,26,693,27,266,11,427,16,276,15
"CHEMBL1909107",14,555,10,541,12,548,4,267,8,281,6,274
"CHEMBL1963771",312,353,283,342,287,321,129,155,158,166,154,187
"CHEMBL1909180",12,552,11,536,7,548,3,266,4,282,8,270
"CHEMBL1963725",203,433,180,418,163,421,70,203,93,218,110,215
"CHEMBL1963741",205,429,204,402,197,401,98,187,99,214,106,215
"CHEMBL1909116",20,540,17,526,13,540,5,263,8,277,12,263
"CHEMBL1909109",59,502,59,486,42,510,21,247,21,263,38,239
"CHEMBL1963807",413,279,409,228,420,217,208,83,212,134,201,145
"CHEMBL1909158",7,562,6,544,3,556,1,269,2,287,5,275
"CHEMBL1963772",283,331,305,276,318,263,170,104,148,159,135,172
"CHEMBL1614302",10,675,8,662,6,717,2,352,4,365,6,310
"CHEMBL1909174",38,530,44,504,40,518,23,246,17,272,21,258
"CHEMBL1964002",239,868,253,740,238,856,126,364,112,492,127,376
"CHEMBL1909203",11,545,11,528,10,535,5,259,5,276,6,269
"CHEMBL1909136",41,517,41,500,30,519,15,251,15,268,26,249
"CHEMBL1964107",346,367,329,351,347,330,165,157,182,173,164,194
"CHEMBL1909210",25,541,25,522,16,543,8,262,8,281,17,260
"CHEMBL1794574",714,8,606,6,678,8,285,3,393,5,321,3
"CHEMBL1963757",132,484,172,415,170,401,105,166,65,235,67,249
"CHEMBL1738239",227,599,224,535,197,534,97,235,100,299,127,300
"CHEMBL1963690",278,417,280,375,294,354,148,156,146,198,132,219
"CHEMBL1964101",430,253,427,215,427,212,212,87,215,125,215,128
"CHEMBL1963715",287,318,298,291,291,277,151,125,140,152,147,166
"CHEMBL1909191",25,542,36,514,23,536,17,254,6,282,19,260
"CHEMBL1909201",15,549,13,534,10,547,4,266,6,281,9,268
"CHEMBL1909186",2,564,3,546,3,556,2,269,1,287,1,277
"CHEMBL1963746",207,437,211,386,198,391,101,170,97,221,110,216
"CHEMBL1963913",1025,18,943,17,1004,15,461,7,543,8,482,10
"CHEMBL1963701",215,424,198,401,183,403,83,190,100,213,115,211
"CHEMBL1963718",189,462,230,390,225,368,133,148,92,220,97,242
"CHEMBL1963726",370,415,307,427,381,380,159,196,222,184,148,231
"CHEMBL1963750",236,387,260,322,230,319,127,127,103,192,133,195
"CHEMBL1737966",457,130,449,117,500,135,246,61,254,74,203,56
"CHEMBL1964015",178,525,159,451,185,492,83,209,102,283,76,242
"CHEMBL1614004",580,107,521,87,575,94,258,37,317,57,263,50
"CHEMBL1909123",6,560,4,545,4,555,1,270,3,285,3,275
"CHEMBL1614041",201,605,189,522,236,585,112,251,124,334,77,271
"CHEMBL1909173",43,526,47,504,38,522,21,250,17,272,26,254
"CHEMBL1614175",94,375,90,358,84,385,40,184,44,201,50,174
"CHEMBL1963830",415,315,387,302,412,283,192,135,220,148,195,167
"CHEMBL1909169",9,555,10,536,9,545,5,263,4,282,5,273
"CHEMBL1963723",253,315,248,300,285,301,140,143,145,158,108,157
"CHEMBL1963972",728,138,662,127,726,141,330,65,396,76,332,62
"CHEMBL1614432",37,745,41,642,48,741,26,319,22,422,15,323
"CHEMBL1964095",239,449,201,401,238,432,100,192,138,240,101,209
"CHEMBL1614524",601,101,560,68,595,93,277,30,318,63,283,38
"CHEMBL2114812",979,5,870,8,909,7,400,5,509,2,470,3
"CHEMBL1738500",381,973,330,862,333,985,141,437,192,548,189,425
"CHEMBL1964104",185,480,259,376,248,368,161,132,87,236,98,244
"CHEMBL3215245",321,426,321,405,336,445,168,212,168,233,153,193
"CHEMBL2114934",804,24,730,25,680,25,303,13,377,12,427,12
"CHEMBL3214915",403,232,365,229,384,211,173,104,211,107,192,125
"CHEMBL1963742",160,457,149,424,159,415,74,191,85,224,75,233
"CHEMBL1909212",11,548,8,530,9,542,3,262,6,280,5,268
"CHEMBL2114916",312,240,322,224,340,256,175,120,165,136,147,104
"CHEMBL1614499",347,275,300,247,347,274,150,123,197,151,150,124
"CHEMBL1613870",596,103,503,105,585,108,246,55,339,53,257,50
"CHEMBL1614019",414,224,580,194,642,208,404,89,238,119,176,105
"CHEMBL3215183",999,322,962,309,1007,331,485,159,522,172,477,150
"CHEMBL1963782",163,495,143,482,156,475,68,231,88,244,75,251
"CHEMBL1614169",8,1140,9,1101,11,1109,6,535,5,574,3,566
"CHEMBL2114734",788,10,713,13,691,15,308,9,383,6,405,4
"CHEMBL1963814",306,390,328,321,346,313,184,122,162,191,144,199
"CHEMBL1963999",925,13,870,7,903,16,424,5,479,11,446,2
"CHEMBL2114716",546,81,550,66,548,83,276,34,272,49,274,32
"CHEMBL1614529",560,162,567,132,617,170,312,70,305,100,255,62
"CHEMBL3215004",575,229,528,217,567,238,260,113,307,125,268,104
"CHEMBL2114714",184,783,176,688,156,773,74,339,82,434,102,349
"CHEMBL1614122",500,549,479,532,471,557,225,270,246,287,254,262
"CHEMBL1794366",273,786,232,708,263,720,111,321,152,399,121,387
"CHEMBL1613944",359,160,681,186,674,180,498,103,176,77,183,83
"CHEMBL1613896",433,643,426,610,421,639,207,303,214,336,219,307
"CHEMBL1794523",263,796,247,693,266,717,125,307,141,410,122,386
"CHEMBL1794349",949,532,876,450,939,496,433,207,506,289,443,243
"CHEMBL1963736",149,546,132,523,153,499,68,238,85,261,64,285
"CHEMBL1963835",259,479,234,462,287,435,131,209,156,226,103,253
"CHEMBL1614217",109,1247,90,1179,105,1274,43,603,62,671,47,576
"CHEMBL1963727",239,402,286,333,285,321,166,126,119,195,120,207
"CHEMBL1613820",807,224,684,215,791,249,334,120,457,129,350,95
"CHEMBL1614195",604,257,526,254,614,293,268,145,346,148,258,109
"CHEMBL1614339",184,613,155,545,177,634,74,283,103,351,81,262
"CHEMBL3214953",607,247,581,237,614,266,294,128,320,138,287,109
"CHEMBL3214811",227,682,238,621,279,687,145,313,134,374,93,308
"CHEMBL1266185",105,741,107,727,96,726,49,356,47,370,58,371
"CHEMBL1613924",856,293,822,281,864,298,415,143,449,155,407,138
"CHEMBL3215079",197,840,163,731,172,815,69,353,103,462,94,378
"CHEMBL1614192",296,796,273,688,323,792,150,342,173,450,123,346
"CHEMBL1614285",761,279,692,273,783,278,357,136,426,142,335,137
"CHEMBL1614121",891,513,880,482,935,483,462,226,473,257,418,256
"CHEMBL1614155",501,183,460,150,513,169,236,68,277,101,224,82
"CHEMBL1614201",424,668,399,562,479,636,227,265,252,371,172,297
"CHEMBL1963790",287,411,275,380,292,385,140,177,152,208,135,203
"CHEMBL1738132",145,1367,118,1230,139,1383,56,623,83,760,62,607
"CHEMBL1613794",296,858,302,718,318,834,162,347,156,487,140,371
"CHEMBL1614067",702,435,702,388,738,415,369,184,369,231,333,204
"CHEMBL1963888",290,907,255,798,271,935,118,413,153,522,137,385
"CHEMBL3214967",382,905,295,801,351,912,132,404,219,508,163,397
"CHEMBL3215169",456,440,431,370,441,410,208,170,233,240,223,200
"CHEMBL1738573",1014,11,894,14,986,13,433,8,553,5,461,6
"CHEMBL1794310",59,1558,53,1322,58,1536,26,650,32,886,27,672
"CHEMBL1613779",46,221,224,255,240,242,209,138,31,104,15,117
"CHEMBL1614501",1126,45,967,32,1151,37,496,12,655,25,471,20
"CHEMBL3214913",693,700,685,619,656,649,324,284,332,365,361,335
"CHEMBL1614090",823,577,733,533,834,598,372,277,462,321,361,256
"CHEMBL2114796",1148,275,1083,241,1091,280,513,123,578,157,570,118
"CHEMBL1614554",164,429,164,406,178,443,89,210,89,233,75,196
"CHEMBL1614456",535,20,693,24,728,24,443,14,285,10,250,10
"CHEMBL3215073",265,1391,251,1233,258,1360,122,601,136,759,129,632
"CHEMBL1613936",1207,235,1159,227,1226,242,589,117,637,125,570,110
"CHEMBL1613803",629,20,718,23,743,23,416,13,327,10,302,10
"CHEMBL1738598",859,634,803,533,892,575,418,237,474,338,385,296
"CHEMBL1737993",1486,33,1384,34,1492,37,695,19,797,18,689,15
"CHEMBL1614027",938,395,863,437,1191,512,558,277,633,235,305,160
"CHEMBL1613792",382,1044,291,1008,369,1118,139,541,230,577,152,467
"CHEMBL1614134",359,1270,324,1106,371,1282,168,559,203,723,156,547
"CHEMBL1614158",61,416,189,458,200,442,164,242,36,200,25,216
"CHEMBL1794496",1466,58,1398,56,1436,58,684,28,752,30,714,28
"CHEMBL1794512",702,598,632,517,704,633,317,276,387,357,315,241
"CHEMBL1614120",2,2110,3,1930,3,2166,2,993,1,1173,1,937
"CHEMBL1794324",1194,238,1048,244,1158,236,506,121,652,115,542,123
"CHEMBL1613869",841,484,746,445,867,487,386,224,481,263,360,221
"CHEMBL1040693",88,1679,79,1609,105,1618,48,774,57,844,31,835
"CHEMBL3215046",448,1278,415,1154,463,1214,215,545,248,669,200,609
"CHEMBL1963988",336,1343,302,1181,326,1352,146,595,180,757,156,586
"CHEMBL2114924",69,1897,66,1669,69,1864,33,818,36,1046,33,851
"CHEMBL1794426",1318,150,1163,155,1277,143,561,74,716,69,602,81
"CHEMBL1614164",756,429,671,386,781,413,348,185,433,228,323,201
"CHEMBL3214845",461,597,468,552,477,597,242,276,235,321,226,276
"CHEMBL1614252",243,358,212,337,255,375,112,177,143,198,100,160
"CHEMBL1614064",2047,210,1824,146,2009,206,893,71,1116,135,931,75
"CHEMBL1614213",1396,545,1195,444,1401,537,600,218,801,319,595,226
"CHEMBL1614307",2698,32,2522,24,2806,32,1315,12,1491,20,1207,12
"CHEMBL1613797",887,362,853,339,1006,391,486,184,520,207,367,155
"CHEMBL1614110",1126,397,1036,376,1200,455,555,217,645,238,481,159
"CHEMBL1794536",1417,192,1298,154,1299,200,590,81,709,119,708,73
"CHEMBL1614141",550,1150,479,1029,515,1165,222,522,293,643,257,507
"CHEMBL1614153",660,808,612,704,666,748,309,322,357,426,303,382
"CHEMBL3215270",1025,924,993,843,978,859,473,389,505,470,520,454
"CHEMBL1614137",951,466,857,421,976,461,441,208,535,253,416,213
"CHEMBL1613777",1340,442,1238,491,1552,573,725,311,827,262,513,180
"CHEMBL1738569",1449,70,1343,76,1448,82,671,44,777,38,672,32
"CHEMBL1614538",1556,719,1368,621,1508,726,660,314,848,412,708,307
"CHEMBL1614166",66,3105,56,2967,74,3106,32,1484,42,1622,24,1483
"CHEMBL1614263",504,1513,455,1333,533,1574,242,697,291,877,213,636
"CHEMBL1613829",1262,1001,1202,907,1260,994,600,450,660,544,602,457
"CHEMBL1613800",402,2287,381,2207,379,2406,179,1163,200,1243,202,1044
"CHEMBL1614481",1093,1952,858,1684,1103,1968,434,850,669,1118,424,834
"CHEMBL1613776",1447,964,1201,806,1414,940,584,391,830,549,617,415
"CHEMBL1614240",900,999,898,1032,896,1109,447,571,449,538,451,461
"CHEMBL1794486",873,1333,850,1132,899,1363,438,581,461,782,412,551
"CHEMBL1613970",131,2955,154,2507,163,2976,93,1264,70,1712,61,1243
"CHEMBL1613886",2352,550,2319,479,2693,595,1330,262,1363,333,989,217
"CHEMBL1738606",527,2181,486,1980,543,2141,251,970,292,1171,235,1010
"CHEMBL2354282",347,2585,308,2440,345,2489,153,1172,192,1317,155,1268
"CHEMBL1614331",66,3568,51,3581,67,4309,26,2161,41,2148,25,1420
"CHEMBL1614531",218,2369,196,2246,232,2443,105,1160,127,1283,91,1086
"CHEMBL3215017",1321,1416,1221,1207,1300,1333,600,562,700,771,621,645
"CHEMBL1613983",2002,254,1782,194,1954,248,867,94,1087,154,915,100
"CHEMBL1613930",713,1487,690,1161,779,1480,378,577,401,903,312,584
"CHEMBL1738317",2957,1131,2532,928,2859,1175,1217,486,1642,689,1315,442
"CHEMBL1614521",620,1639,584,1454,604,1659,284,737,320,922,300,717
"CHEMBL1614108",158,3847,105,3925,169,4508,58,2293,111,2215,47,1632
"CHEMBL1614076",947,2110,886,1983,887,2129,413,1001,474,1128,473,982
"CHEMBL1614428",878,1829,743,1722,893,1915,379,904,514,1011,364,818
"CHEMBL1614453",636,2063,659,1854,727,2069,375,930,352,1139,284,924
"CHEMBL1794495",13,7561,11,6894,16,6941,7,3137,9,3804,4,3757
"CHEMBL2114817",949,2054,814,1811,941,2069,403,913,538,1156,411,898
"CHEMBL1794569",3252,253,2982,237,3212,276,1471,130,1741,146,1511,107
"CHEMBL2114807",2818,1805,2415,1620,2723,1807,1160,811,1563,996,1255,809
"CHEMBL1614227",1896,2422,1881,2239,1987,2523,986,1170,1001,1353,895,1069
"CHEMBL1613995",1122,1360,924,1248,1100,1386,451,637,649,749,473,611
"CHEMBL1614414",710,1868,608,1736,684,1882,291,875,393,1007,317,861
"CHEMBL1613996",158,3578,145,3168,165,3636,76,1613,89,2023,69,1555
"CHEMBL1613808",834,2026,749,1846,917,2060,416,940,501,1120,333,906
"CHEMBL1794461",174,7381,150,6227,160,7452,68,3149,92,4303,82,3078
"CHEMBL2114836",520,4603,451,4080,529,4695,230,2086,299,2609,221,1994
"CHEMBL1614052",2170,174,1953,146,2157,162,970,67,1187,95,983,79
"CHEMBL1614234",555,5625,586,4886,615,5525,323,2393,292,3132,263,2493
"CHEMBL1613992",1970,2235,1687,1829,1943,2316,830,955,1113,1361,857,874
"CHEMBL1614103",1093,3971,928,3417,1129,3952,482,1699,647,2253,446,1718
"CHEMBL2114738",563,5562,532,4738,577,5556,273,2366,304,3190,259,2372
"CHEMBL1794585",27,9048,18,7832,23,9326,7,4055,16,5271,11,3777
"CHEMBL1614364",1007,5619,913,5179,1008,5644,457,2602,551,3042,456,2577
"CHEMBL1794311",2443,2426,2305,1962,2446,2482,1154,1009,1292,1473,1151,953
"CHEMBL1963935",325,6651,278,6391,271,6708,112,3224,159,3484,166,3167
