,drug_name,Smiles,drug_type
1894,Paracetamol,CC(=O)Nc1ccc(O)cc1,2C9
1895,Perazine,CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,2C9
1896,Perphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,2C9
1897,Phenacetin,CCOc1ccc(NC(C)=O)cc1,2C9
1898,Phenazone,Cc1cc(=O)n(-c2ccccc2)n1C,2C9
1899,Phenobarbital,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,2C9
1900,Phenprocoumon,CC[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,2C9
1901,Phenylbutazone,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,2C9
1902,Phenytoin,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2C9
1903,Pioglitazone,CCc1ccc(CCOc2ccc(C[C@@H]3SC(=O)NC3=O)cc2)nc1,2C9
1904,Piroxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2ccccc2S1(=O)=O,2C9
1905,Pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,2C9
1906,Progesterone,CC(=O)[C@@H]1CC[C@@H]2[C@H]3CCC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,2C9
1907,Proguanil,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,2C9
1908,Propofol,CC(C)c1cccc(C(C)C)c1O,2C9
1909,Quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,2C9
1910,Quinidine,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12,2C9
1911,Rifampicin,CO[C@H]1C=CO[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(C=NN5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)C(C)=CC=C[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,2C9
1912,Rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,2C9
1913,Rosiglitazone,CN(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)c1ccccn1,2C9
1914,Rosuvastatin,CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1C=C[C@H](O)C[C@@H](O)CC(=O)O,2C9
1915,Selegiline,C#CCN(C)[C@H](C)Cc1ccccc1,2C9
1916,Seratrodast,CC1=C(C)C(=O)C([C@H](CCCCCC(=O)O)c2ccccc2)=C(C)C1=O,2C9
1917,Sertraline,CN[C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,2C9
1918,Sildenafil,CCCc1nn(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,2C9
1919,Sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,2C9
1920,Sulfafurazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,2C9
1921,Sulfamethoxazole,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,2C9
1922,Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,2C9
1923,Sulfinpyrazon,O=C1C(CCS(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,2C9
1924,Suprofen,C[C@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2C9
1925,Tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,2C9
1926,Temazepam,CN1C(=O)[C@H](O)N=C(c2ccccc2)c2cc(Cl)ccc21,2C9
1927,Tenoxicam,CN1C(C(=O)Nc2ccccn2)=C(O)c2sccc2S1(=O)=O,2C9
1928,Terbinafine,CN(CC=CC#CC(C)(C)C)Cc1cccc2ccccc12,2C9
1929,Terfenadine,CC(C)(C)c1ccc([C@@H](O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,2C9
1930,Testosterone,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,2C9
1931,Thalidomide,O=C1CC[C@@H](N2C(=O)c3ccccc3C2=O)C(=O)N1,2C9
1932,Theophylline,Cn1c(=O)c2[nH]cnc2n(C)c1=O,2C9
1933,Tienilic Acid,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,2C9
1934,Tolbutamide,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,2C9
1935,Tolterodine,Cc1ccc(O)c([C@@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,2C9
1936,Torasemide,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,2C9
1937,Trabectedin,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H](O)[C@@H]3Cc5cc(C)c(OC)c(O)c5[C@H]([C@H]21)N3C)OCO4,2C9
1938,Tretinoin,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,2C9
1939,Trimethadione,CN1C(=O)OC(C)(C)C1=O,2C9
1940,Trimipramine,C[C@H](CN(C)C)CN1c2ccccc2CCc2ccccc21,2C9
1941,Troglitazone,Cc1c(C)c2c(c(C)c1O)CC[C@](C)(COc1ccc(C[C@@H]3SC(=O)NC3=O)cc1)O2,2C9
1942,Tropisetron,CN1C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2,2C9
1943,Valdecoxib,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,2C9
1944,Valproic Acid,CCCC(CCC)C(=O)O,2C9
1945,Valsartan,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1)[C@H](C(=O)O)C(C)C,2C9
1946,Venlafaxine,COc1ccc([C@@H](CN(C)C)C2(O)CCCCC2)cc1,2C9
1947,Verapamil,COc1ccc(CCN(C)CCC[C@@](C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,2C9
1948,Voriconazole,C[C@@H](c1ncncc1F)[C@](O)(Cn1cncn1)c1ccc(F)cc1F,2C9
1949,Warfarin,CC(=O)C[C@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,2C9
1950,Ximelagatran,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCc1ccc(C=NNO)cc1)C1CCCCC1,2C9
1951,Zafirlukast,COc1cc(C(=O)NS(=O)(=O)c2ccccc2C)ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12,2C9
1952,Zalcitabine,Nc1ccn([C@H]2CC[C@@H](CO)O2)c(=O)n1,2C9
1953,Zidovudine,Cc1cn([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)c(=O)[nH]c1=O,2C9
1954,Zolpidem,Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,2C9
1955,Zopiclone,CN1CCN(C(=O)O[C@@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,2C9
1956,11_oxo_delta_8_tetrahydro_cannabinol,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C=O)C[C@@H]21,2C9
1957,17_beta_estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,2C9
1958,18_methoxy_coronaridine,COCC[C@H]1CC2CN3CCc4c([nH]c5ccccc45)[C@](C(=O)OC)(C2)C13,2C9
1959,2_acetylbenzothiophene,CC(=O)c1cc2ccccc2s1,2C9
1960,2_oxo_ticlopidine,O=C1C=C2CN(Cc3ccccc3Cl)CCC2S1,2C9
1961,2n_propylquinoline,CCCc1ccc2ccccc2n1,2C9
1962,3_O_methyl_fluorescein,COc1ccc2c(c1)Oc1cc(O)ccc1C21OC(=O)c2ccccc21,2C9
1963,5_hydroxy_tryptamine,NCCc1c[nH]c2ccc(O)cc12,2C9
1964,58C80_tautomer_1,CC(C)(C)C1CCC(C2=C(O)c3ccccc3C(=O)C2=O)CC1,2C9
1965,7_benzyloxy_4_trifluoromethyl_coumarin,O=c1cc(C(F)(F)F)c2ccc(OCc3ccccc3)cc2o1,2C9
1966,7_ethoxy_coumarin,CCOc1ccc2ccc(=O)oc2c1,2C9
1967,ABT_438,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)NC(N)=O,2C9
1968,atomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,2C9
1969,BMAMC,CCCCNCc1cc(=O)oc2cc(OC)ccc12,2C9
1970,bortezomib,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O,2C9
1971,BPR_0L075,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c[nH]c2c1,2C9
1972,butadienemonoxide,C=CC1CO1,2C9
1973,carbaryl,CNC(=O)Oc1cccc2ccccc12,2C9
1974,carbofuran,CNC(=O)Oc1cccc2c1OC(C)(C)C2,2C9
1975,carvedilol_S,COc1ccccc1OCCNC[C@H](O)COc1cccc2[nH]c3ccccc3c12,2C9
1976,catechol_methoxychlor,COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1,2C9
1977,chlorpyrifos,CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,2C9
1978,cinnarizine,C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2C9
1979,clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,2C9
1980,CMV_423,NC(=O)c1c(Cl)c(-c2cccnc2)n2c1CCCC2,2C9
1981,cp_677_623,COc1ccc(OC(F)(F)F)cc1CN,2C9
1982,DDB_aka_BDD,COC(=O)c1cc(OC)c2c(c1-c1c(C(=O)OC)cc(OC)c3c1OCO3)OCO2,2C9
1983,DDTC_Me,CCN(CC)C(=S)SC,2C9
1984,deoxy_podophyllotoxin,COc1cc([C@H]2c3cc4c(cc3C[C@@H]3COC(=O)[C@H]32)OCO4)cc(OC)c1OC,2C9
1985,DETC_Me,CCN(CC)C(=O)SC,2C9
1986,diallylsulfide,C=CCSSCC=C,2C9
1987,diclofenac_deriv_2,OCCc1ccccc1Nc1c(Cl)cccc1Cl,2C9
1988,dimemorfan,Cc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3,2C9
1989,disulfoton,CCOP(=S)(OCC)SCCSCC,2C9
1990,diuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,2C9
1991,DMBA,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2C9
1992,DMZ,Cc1ccc(S(=O)(=O)N(C)c2ccnn2-c2ccccc2)cc1,2C9
1993,DY_9760e,COc1cc2c(CCN3CCN(c4cccc(Cl)c4C)CC3)nn(Cc3c[nH]cn3)c2cc1OC,2C9
1994,endosulfan,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2C9
1995,ethanol,CCO,2C9
1996,etodolac_R,CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3,2C9
1997,FLU,Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2C9
1998,flurbiprofen_R,C[C@@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,2C9
1999,fluvastatin,CC(C)n1c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,2C9
2000,galangin,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,2C9
2001,H_259_31_R,O=[S@](Cc1cc(OCC2CC2)ccn1)c1nc2ccc(F)cc2[nH]1,2C9
2002,harmaline,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,2C9
2003,harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,2C9
2004,ibuprofen_R,CC(C)Cc1ccc([C@@H](C)C(=O)O)cc1,2C9
2005,imidacloprid,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,2C9
2006,imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,2C9
2007,ipriflavone,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,2C9
2008,K11777,CN1CCN(C(=O)NC(Cc2ccccc2)C(=O)NC(C=CS(=O)(=O)c2ccccc2)CCc2ccccc2)CC1,2C9
2009,lauric_acid,CCCCCCCCCCCC(=O)O,2C9
2010,licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,2C9
2011,limonene_S,C=C(C)[C@@H]1CC=C(C)CC1,2C9
2012,losartan,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2C9
2013,Lu_AA21004,Cc1ccc(Sc2ccccc2N2CCNCC2)c(C)c1,2C9
2014,MDE_R,CCN[C@H](C)Cc1ccc2c(c1)OCO2,2C9
2015,methiocarb,CNC(=S)Oc1cc(C)c(SC)c(C)c1,2C9
2016,mirtazapine_R,CN1CCN2c3ncccc3Cc3ccccc3[C@@H]2C1,2C9
2017,ML_3403,CSc1nc(-c2ccnc(NC(C)c3ccccc3)c2)c(-c2ccc(F)cc2)[nH]1,2C9
2018,montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(/C=C/c2ccc3ccc(Cl)cc3n2)c1,2C9
2019,morphine,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,2C9
2020,muraglitazar,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,2C9
2021,N_desmethyl_clomipramine,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,2C9
2022,NE_100,CCCN(CCC)CCc1ccc(OC)c(OCCc2ccccc2)c1,2C9
2023,nicardipine_R,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)[C@@H]1c1cccc([N+](=O)[O-])c1,2C9
2024,NN_diamyl_nitrosoamine,CCCCCN(CCCCC)N=O,2C9
2025,NN_diethyl_nitrosoamine,CCN(CC)N=O,2C9
2026,NN_dimethyl_nitrosoamine,CN(C)N=O,2C9
2027,NN_methyl_butyl_nitrosoamine,CCCCN(C)N=O,2C9
2028,NN_methyl_ethyl_nitrosoamine,CCN(C)N=O,2C9
2029,NNK,CN(CCCC(=O)c1cccnc1)N=O,2C9
2030,norLAAM,CC[C@H](OC(C)=O)C(C[C@H](C)NC)(c1ccccc1)c1ccccc1,2C9
2031,ochratoxin_A,C[C@@H]1Cc2c(Cl)cc(C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c(O)c2C(=O)O1,2C9
2032,phorate,CCOP(=S)(OCC)SCSCC,2C9
2033,progesterone,CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,2C9
2034,promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,2C9
2035,R_95913,O=C1C=C2CN(C(C(=O)C3CC3)c3ccccc3F)CCC2S1,2C9
2036,rabeprazole_thioether,COCCCOc1ccnc(CSc2nc3ccccc3[nH]2)c1C,2C9
2037,retinol,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1,2C9
2038,rosiglitazone_R,CN(CCOc1ccc(C[C@H]2SC(=O)NC2=O)cc1)c1ccccn1,2C9
2039,rutaecarpine,O=c1c2ccccc2nc2n1CCc1c-2[nH]c2ccccc12,2C9
2040,S_145,O=C(O)CCC/C=C\C[C@@H]1[C@@H](NS(=O)(=O)c2ccccc2)C2CC[C@@H]1C2,2C9
2041,S_MTPPA,Cc1ccsc1-c1ccc([C@H](C)C(=O)O)cc1,2C9
2042,SNI_2011_R_R,C[C@@H]1O[C@@]2(CS1)CN1CCC2CC1,2C9
2043,sulfinpyrazone_sulfide,O=C1C(CCSc2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,2C9
2044,sulprofos,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,2C9
2045,suprofen_R,C[C@@H](C(=O)O)c1ccc(C(=O)c2cccs2)cc1,2C9
2046,tegafur,O=c1[nH]c(=O)n(C2CCCO2)cc1F,2C9
2047,temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,2C9
2048,tenoxicam,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O,2C9
2049,terbinafine,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,2C9
2050,territrem_A,COc1cc(-c2cc3c(c(=O)o2)C[C@]2(O)[C@](C)(CC[C@@]4(O)C(C)(C)C=CC(=O)[C@@]42C)O3)cc2c1OCO2,2C9
2051,tetranor,O=C(O)CC[C@H]1[C@@H](NS(=O)(=O)c2ccccc2)C2CC[C@@H]1C2,2C9
2052,thalidomide,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,2C9
2053,tienilic_acid_deriv_3_isomer,O=C(O)COc1ccc(C(=O)c2ccsc2)c(Cl)c1Cl,2C9
2054,tolterodine,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,2C9
2055,TR_14035,COc1cccc(OC)c1-c1ccc(C[C@H](NC(=O)c2c(Cl)cccc2Cl)C(=O)O)cc1,2C9
2056,tramadol,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,2C9
2057,V_11294,CCNc1ncn(Cc2ccc(OC)c(OC3CCCC3)c2)c2nc(C(C)C)nc1-2,2C9
2058,venlafaxine_R,COc1ccc([C@H](CN(C)C)C2(O)CCCCC2)cc1,2C9
2059,vicriviroc,COC[C@@H](c1ccc(C(F)(F)F)cc1)N1CCN(C2(C)CCN(C(=O)c3c(C)ncnc3C)CC2)C[C@@H]1C,2C9
2060,warfarin_S,CC(=O)C[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,2C9
2061,zileuton_R,C[C@H](c1cc2ccccc2s1)N(O)C(N)=O,2C9
2062,zotepine,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,2C9
2063,13_cis_retinoic_acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1,2C9
2064,2_oxo_clopidogrel,COC(=O)[C@H](c1ccccc1Cl)N1CCC2SC(=O)C=C2C1,2C9
2065,2_oxo_quazepam,O=C1CN=C(c2ccccc2F)c2cc(Cl)ccc2N1CC(F)(F)F,2C9
2066,3_methylether_estradiol,COc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,2C9
2067,4prime_hydroxy_clobazam,CN1C(=O)CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc21,2C9
2068,5_hydroxy_diclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,2C9
2069,7_methoxy_3_cyano_coumarin,COc1ccc2cc(C#N)c(=O)oc2c1,2C9
2070,7_methoxy_4_trifluoro_methyl_coumarin,COc1ccc2c(C(F)(F)F)cc(=O)oc2c1,2C9
2071,9_cis_retinoic_acid,CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,2C9
2072,ABT_66193,CC(NC(N)=O)c1cc2ccccc2s1,2C9
2073,ABT_761,C[C@H](C#Cc1ccc(Cc2ccc(F)cc2)s1)N(O)C(N)=O,2C9
2074,all_trans_retinal,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=O)C(C)(C)CCC1,2C9
2075,all_trans_retinoic_acid,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,2C9
2076,clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2C9
2077,dextromethorphan,COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3,2C9
2078,dibenzyl_fluorescein,O=C1OC2(c3ccc(OCc4ccccc4)cc3Oc3cc(OCc4ccccc4)ccc32)c2ccccc21,2C9
2079,eupatilin,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(O)cc3o2)cc1OC,2C9
2080,flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1,2C9
2081,flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2C9
2082,foxy,COc1ccc2[nH]cc(CCN(C(C)C)C(C)C)c2c1,2C9
2083,indomethacin_phenethylamide,COc1ccc2c(c1)c(CC(=O)NCCc1ccccc1)c(C)n2C(=O)c1ccc(Cl)cc1,2C9
2084,kaempferide,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,2C9
2085,LAAM,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1,2C9
2086,lansoprazole_R,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,2C9
2087,losartan_carboxaldehyde_EXP_3179,CCCCc1nc(Cl)c(C=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,2C9
2088,methoxychlor,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,2C9
2089,methyl_eugenol,C=CCc1ccc(OC)c(OC)c1,2C9
2090,mono_OH_methoxychlor,COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,2C9
2091,omeprazole_S,COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,2C9
2092,phenprocoumon_S,CC[C@@H](c1ccccc1)c1c(O)c2ccccc2oc1=O,2C9
2093,safrole,C=CCc1ccc2c(c1)OCO2,2C9
2094,suprofen_desmethyl,O=C(O)COc1ccc(C(=O)c2cccs2)cc1,2C9
2095,tamarixetin,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,2C9
2096,testosterone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,2C9
2097,thioridazine_R,CSc1ccc2c(c1)N(CC[C@H]1CCCCN1C)c1ccccc1S2,2C9
2098,tienilic_acid_deriv_1,O=C(c1cccs1)c1ccc(O)c(Cl)c1Cl,2C9
2099,tienilic_acid_newderiv_9,O=C(c1cccs1)c1ccc(OCc2nnn[nH]2)c(Cl)c1Cl,2C9
2100,Albendazole,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,2C9
2101,Aminopyrine,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2C9
2102,Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2C9
2103,Amoxapine,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,2C9
2104,Bufuralol,CCc1cccc2cc(C(O)CNC(C)(C)C)oc12,2C9
2105,Delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,2C9
2106,Disopyramide,CC(C)N(CC[C@](C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,2C9
2107,Eletriptan,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,2C9
2108,Etoperidone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,2C9
2109,Etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,2C9
2110,Gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,2C9
2111,Indinavir,CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,2C9
2112,Mestranol,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,2C9
2113,Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,2C9
2114,Montelukast,CC(C)(O)c1ccccc1CC[C@@H](SCC1(CC(=O)O)CC1)c1cccc(C=Cc2ccc3ccc(Cl)cc3n2)c1,2C9
2115,Nelfinavir,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,2C9
2116,Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3[C@H]2C1,2C9
2117,Pyrantel,CN1CCCN=C1C=Cc1cccs1,2C9
2118,Quetiapine,OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1,2C9
2119,Repaglinide,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,2C9
2120,Ritonavir,CC(C)c1nc(CN(C)C(=O)N[C@@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,2C9
2121,Tauromustine,CN(C)S(=O)(=O)CCNC(=O)N(CCCl)N=O,2C9
2122,Tegafur,O=c1[nH]c(=O)n([C@H]2CCCO2)cc1F,2C9
2123,Tiaramide,O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,2C9
2124,Toremifene,CN(C)CCOc1ccc(C(=C(CCCl)c2ccccc2)c2ccccc2)cc1,2C9
2125,Trichloromethane,ClC(Cl)Cl,2C9
2126,Zaltoprofen,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,2C9
2127,Zileuton,CC(c1cc2ccccc2s1)N(O)C(N)=O,2C9
2128,Carbamazepine,NC(=O)N1c2ccccc2C=Cc2ccccc21,2C9
2129,Cinnarizine,C(=Cc1ccccc1)CN1CCN(C(c2ccccc2)c2ccccc2)CC1,2C9
2130,Mianserin,CN1CCN2c3ccccc3Cc3ccccc3[C@H]2C1,2C9
2131,Adinazolam,CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,2C19
2132,Aminophenazone,Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,2C19
2133,Amiodarone,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,2C19
2134,Amitriptyline,CN(C)CCC=C1c2ccccc2CCc2ccccc21,2C19
2135,Amoxicillin,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,2C19
2136,Aprepitant,C[C@@H](O[C@@H]1OCCN(Cc2nc(=O)[nH][nH]2)[C@@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,2C19
2137,Artemether,CO[C@@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@]42OO3,2C19
2138,Atomoxetine,CNCC[C@@H](Oc1ccccc1C)c1ccccc1,2C19
2139,Azelastine,CN1CCC[C@H](n2nc(Cc3ccc(Cl)cc3)c3ccccc3c2=O)CC1,2C19
2140,Benzatropine,CN1C2CCC1CC(OC(c1ccccc1)c1ccccc1)C2,2C19
2141,Benzethonium,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1,2C19
2142,Benzydamine,CN(C)CCCOc1nn(Cc2ccccc2)c2ccccc12,2C19
